production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generator_weight_transport_class	optimized_fold_k5	auxiliary_qcd	production_action	generated_events	accounting_rows	broad_eligible_rows	resolved_rows	non_broad_rows	assignment_matchable_rows	historical_parity_rows	historical_maximum_absolute_difference	accounting_sha256	resolved_sha256	receipt_sha256	byte_identical_internal_rerun	physical_weight_application_authorized	validation_payloads_opened	test_payloads_opened	models_trained	status
89	49a2638e63d98ff43df450c1::background::207::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801_bundle.tar.gz	49a2638e63d98ff43df450c1	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	stage_and_submit	10000	10000	117	117	9883	0	0	0.0	dd85d7475459b5e2986729acbf593b854149ddad22f3787a7c913ea2c736632d	4d2fcd1ed268b35be1ce2b24be070d45521114b195313cd5d075a31a7873df6b	7184752b4048103392e70a6727baabcf889898e482c77f4f503d4999b046ead1	True	False	0	0	0	pass
90	4b23df1afb18cd2abd379780::background::175::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855_bundle.tar.gz	4b23df1afb18cd2abd379780	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	reuse_pilot_after_byte_identical_copy	10000	10000	640	640	9360	0	0	0.0	984addb4c60bd7b3c6b69b9a1d63e4a8d6f800cfa93b0499c9635fd5156576ad	02ab1718be518013810b6fe87ce9ba9ed91951cba72efd08a267a3b9a2f10a1e	cb58434ead549dbfe054bec0519884ef577e880ca349d60f5fbe99474a8df088	True	False	0	0	0	pass
91	4cb37ad30a944e05dde81444::background::114::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143_bundle.tar.gz	4cb37ad30a944e05dde81444	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	stage_and_submit	10000	10000	570	570	9430	0	0	0.0	f3b0b67d3724b55223e19201d1883112f010a738b5c34040f0420af13d4c139b	47ce646c043e48f153a000505e9be302dcb0676d538e004a4c560984c178a015	7af4ba7f39ba76bedc5124b6b000a75e0d0cee59c4feb1561bd5d079072300eb	True	False	0	0	0	pass
92	4d0d6d647ec04b0075933ba3::background::75::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094_bundle.tar.gz	4d0d6d647ec04b0075933ba3	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	stage_and_submit	10000	10000	116	116	9884	0	0	0.0	6ae6f2d08b2e75a6232a295b43d210f2acdbd658c6438ff97f29756d1c9173a9	764d86ec2d164679b8954cdebaa89e8515959f4a75711cbc8070c75ad1e4896e	e7449e77dc7ebc35b78e9098cb0a893bed618f0ce13cdbb4cb76d6ebbcd2b2ef	True	False	0	0	0	pass
93	4fa0b8f81b9772eb078d3c0b::background::102::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129_bundle.tar.gz	4fa0b8f81b9772eb078d3c0b	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	stage_and_submit	10000	10000	546	546	9454	0	0	0.0	4b9b307974dc7ebcc50e9abdbb1f314aa57c1b9c651206803480fff88860cc12	bec8502a32f51e8cd43fb710c15015f517115b758e1b71791f309d6082aea3d4	25805533aad374f71894dd3136ac509fcf491247cd23e9ae11f6ddf8d2e865cf	True	False	0	0	0	pass
94	5044a6e1019c07aac38c4f37::background::209::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808_bundle.tar.gz	5044a6e1019c07aac38c4f37	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	stage_and_submit	10000	10000	520	520	9480	0	0	0.0	43a01069e18916627aa0b61813773c74ca940e355a631c4eb1a8f078251e57da	6a43bfec46420d818f49b9c25cfcf48267bca1232d2915c0713ab531fc8c2d50	0d9bc7c7569bd767966d796bc9c48b3125887e400685503ffa07b6572277f864	True	False	0	0	0	pass
95	506a4a33bb3114c64f3d002d::background::183::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865_bundle.tar.gz	506a4a33bb3114c64f3d002d	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	stage_and_submit	10000	10000	4509	4509	5491	0	2	0.0	72d82d76cc2c848e026a796e325eb49d60cbe98a32109ff944a5d854b70de5b4	f3a87f975afefbb751add77f759b5fc2733709226b24ef09994f96965c6d487f	21ba5e40306f20d50348c5bf7fc00c24c45312d7a67786f3f60cbeb71ff718c5	True	False	0	0	0	pass
96	50c17982fbf2dcc3aa3dcac3::background::188::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871_bundle.tar.gz	50c17982fbf2dcc3aa3dcac3	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	1	False	stage_and_submit	10000	10000	6067	6067	3933	0	6	0.0	6e802b1f0309347af3924aa2878e671b9e6adc12e4fa9caed0b05a643618265d	b69451e186f7d22d8a1e22bb15fff768f47b5a029a212db2e03653b792ef71a6	6d0762d8a1a2543f93a44b3d8e23300dff665f9e827bfcac03aa0f50c8ede79c	True	False	0	0	0	pass
97	511e38f39d0e1b4e5d6037de::background::174::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853_bundle.tar.gz	511e38f39d0e1b4e5d6037de	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	stage_and_submit	10000	10000	579	579	9421	0	0	0.0	9869b294b6a2a01524d29e3221c222faac5fe562c5be1aeef34209401a95c69e	95382d3fa2ae0c4d9a566ef3ca17fec3dc4f9bc2412f1e6cc0ea43c507aa7a4f	789491802bcc0a3eb4faed1dde161a0bcdb84306a75414e4f8b6ce09f2bb25ee	True	False	0	0	0	pass
98	51c3cc0bc21cda0e4a5807a5::background::150::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823_bundle.tar.gz	51c3cc0bc21cda0e4a5807a5	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	3	False	stage_and_submit	10000	10000	123	123	9877	0	0	0.0	a36485ced24c4b7a33bcfbd2cc32454108b8e0b2f31c854bb3f8059517773630	7316fc71596b7202ac852aa483e2ec4569793af04be19c2a8ba4aada0cf4ee84	c7bf6d40d637b6c9d2297815ef7b0eeeb07ebe5ca5e329f41cc1d17f7bc5c05c	True	False	0	0	0	pass
99	51e48b6b65534c3e081aa2c8::background::101::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127_bundle.tar.gz	51e48b6b65534c3e081aa2c8	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	stage_and_submit	10000	10000	562	562	9438	0	0	0.0	dda05fca013e0cff4a4b0bf696d176ec05d1e1a7555f4e35af1f12e87f8c1484	02267b8ba6e1382bd6a40bc3c66a1499af52601fa0a0e0602a254aa15d96a1a7	25d21c7803fac395e40a32223918e3114b5815c1616406f8dd6db0cf6f5e784d	True	False	0	0	0	pass
100	528035c1f4af388b7ffcff08::background::43::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1047_seed1201047_bundle.tar.gz	528035c1f4af388b7ffcff08	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	stage_and_submit	10000	10000	112	112	9888	0	0	0.0	c8c31e8cb4e615f53d7f7ddd044923bbd226672bddc2723f90551bedb34e7ed6	57f06e41a88bbd10715022c6b33aee8207c2cd9dc6be69ce2fc1098e1be6b961	35e14a65fe6943919d15fe156c802558cf4a5b5c9ab34598d5e80f380cbebd77	True	False	0	0	0	pass
101	5304d983da8e8e8103487569::background::171::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849_bundle.tar.gz	5304d983da8e8e8103487569	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	stage_and_submit	9163	9163	113	113	9050	0	0	0.0	04d2c93f1e5e51a184e5641d3e03acb346eab0738e61dfed0b12bdcf804aac86	13add274e344628cc571c8e132e84a7b3917154bf0b6adeabe6dae55e677cef2	3e434683d10bb19ef63388a6a41a5986413b543156d5ce8997da7fae28ecc0a0	True	False	0	0	0	pass
102	553eefefde62b55ae18e586a::background::215::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9817_seed1229817_bundle.tar.gz	553eefefde62b55ae18e586a	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	0	False	stage_and_submit	10000	10000	1487	1487	8513	0	0	0.0	72c572dcb0761ffaac7be08803cfbe05b6edf790614f99051118a0f4d3be40a9	50c0da33826a4e918cf310cb58df01504a38ab800bc5d2041fd3a5210292d8c2	760ce627dbd2485dca2501f474bb01a8068f15c60ab28a6952237e72d954c55c	True	False	0	0	0	pass
103	557f71440ffa2dc12f05f308::background::163::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839_bundle.tar.gz	557f71440ffa2dc12f05f308	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	stage_and_submit	10000	10000	140	140	9860	0	0	0.0	255d8fa1a70c892757afc4e59a3efd9e2ce81b794cce8bfa54d28a8e93de2065	d1a8eeed1587a3b8ec26582b30fec04d9f1fbf2d356f6dc60d95f98d5a9465e4	9e957c0af0cf8847ec3e95bcdd258d046b783fac7a6e876f4200ce9222207693	True	False	0	0	0	pass
104	5a4d100c18764fd8791866fa::background::178::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1858_seed1221858_bundle.tar.gz	5a4d100c18764fd8791866fa	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	4	False	stage_and_submit	10000	10000	1453	1453	8547	0	0	0.0	28a8b9a92c835e94752f53d84fdec4d40444473a2e94200c781cb7a41b3e382d	bd4172d5a729e74ac5139bbec3d5197490e2dba317c0cd8d53b49cf8327ffa08	6941132e2a23270ed220222c22a02beca24d9317776b7a9193a10b96da828cf8	True	False	0	0	0	pass
105	5b34e7d7c8b92209ca4ab29d::background::117::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146_bundle.tar.gz	5b34e7d7c8b92209ca4ab29d	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	stage_and_submit	10000	10000	575	575	9425	0	0	0.0	655a4bededb8de4b4476c6f7a4f490f768b56152d15bf55716fa81172338749a	54a8cbb56beacd9dc9766590462ed5f5901bab8a93cf48ccc6c92a2a50bbc96c	9a6e469047b21e300f938fb23749d1b07e310b17f6f41c5d0a4576698ec72285	True	False	0	0	0	pass
106	5b5ad486c37751f1b6e55e38::background::77::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097_bundle.tar.gz	5b5ad486c37751f1b6e55e38	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	stage_and_submit	10000	10000	130	130	9870	0	0	0.0	6f77ab8ff0c328254d020af67450e496eaec22393ea0b7d7b1a3bf6005f7ede4	5b18074f8e81feb66b575c02a34364a5abe62d263ab97c0f4abfff36df551380	b4d04954673035bfbd48bb1bba40cc605c0eb93d3019e2bdda26abf1a92a9fb4	True	False	0	0	0	pass
107	5c4621b09ef7a6bc49957556::background::122::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151_bundle.tar.gz	5c4621b09ef7a6bc49957556	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	0	False	stage_and_submit	10000	10000	1444	1444	8556	0	0	0.0	92ea084011f7ea0a58a257ab1b91bd76743564bc29374b123a1fea38a7e7ef26	599e41de6360ceaed7dbd3820793df7dd37ab3d25bb08d27c9d51a43788065cd	bbab4464761b727700cf096852f638a22064ff3bbc8a0fd0a2d3dfa0a3eab941	True	False	0	0	0	pass
108	5cccbd7357ae1fde4772487e::background::71::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1088_seed1201088_bundle.tar.gz	5cccbd7357ae1fde4772487e	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	stage_and_submit	10000	10000	138	138	9862	0	0	0.0	6b182b50034ea2a427bb0fc77412e2fd4e05f8ea374db59031595325b398fde2	62238cab410a833eae78591a983b1a003ecd4b1f79673cf78047eeb75c56e5c5	a5397389b5b5c0f39e9ba50916d02145bfadef421adf2680952c289c622306ff	True	False	0	0	0	pass
109	5d07a37aee258b91dbc13e21::background::187::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869_bundle.tar.gz	5d07a37aee258b91dbc13e21	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	3	False	stage_and_submit	10000	10000	5891	5891	4109	0	5	0.0	9034f71f51c2ed5e3e5bb049b4827da126c6244387e76ba4ada8d8486ea44628	a98d71b2443cdad9bc3a056275421e2a00e3b8661c758aa48a0421ae1fc4e236	59491149e325f14b8ccf499dfa390607bb287d060facdff82434d0185bf601fb	True	False	0	0	0	pass
110	5f4a77010b81f56c455a25c5::background::107::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135_bundle.tar.gz	5f4a77010b81f56c455a25c5	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	stage_and_submit	10000	10000	580	580	9420	0	0	0.0	76dc0b2fc64b15d368e439e11e3161aadaac1b19a3457882ea8624c58bd5d400	6874af4e83d4410d4fc53ce09502c835cdc8c18583aa741f4cfe357d82906c5c	2a1a478d151f6399e059028152da8f6d22d5a8e18b6d7e392d3e59d708dc674f	True	False	0	0	0	pass
111	5fad593f0101e0bee8ad1cf4::background::149::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822_bundle.tar.gz	5fad593f0101e0bee8ad1cf4	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	stage_and_submit	10000	10000	128	128	9872	0	0	0.0	a86272c9071d3a3b58b67c8ecaa86109b21b7f5435160b54b793d089abf45838	1217bdaa201169e2ad6b20e9115ba78b26c1802dd969f23339926e7eca97c070	6049e37fef84d5d4a01689fd0c8cd7974e336c0a343aa00d70fba939372746b6	True	False	0	0	0	pass
112	6313c1575ba1599e63fd3a9e::background::86::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1107_seed1211107_bundle.tar.gz	6313c1575ba1599e63fd3a9e	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	stage_and_submit	10000	10000	556	556	9444	0	0	0.0	59e79525140a454f2994331d9b171893fa4a4c5e16317494da2bfbdba7f55224	23f2a7169f87bb0a1d6fbd17dd8b4a9cf1c22df879ba08e56ee9c75ec556feb0	9540546244217fa786ae2d39d90d6c821e9ec449cb4e351207184560c7c2feb2	True	False	0	0	0	pass
113	63e1239b3f2a4c8a53dbae19::background::129::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162_bundle.tar.gz	63e1239b3f2a4c8a53dbae19	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	4	False	stage_and_submit	10000	10000	1430	1430	8570	0	0	0.0	50e1719207c871112856d21e1e0569590c2443b6534c65bf06ebd98219318810	d08afb4a714af44652397992baeb57a590be07b43f5d89eb891b976fc4b901e5	e62d50a38f98968c9191c24809df6f80ec9a2a77881e12ac616121e1f28e3518	True	False	0	0	0	pass
114	64e7772611d569e565da936f::background::56::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066_bundle.tar.gz	64e7772611d569e565da936f	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	stage_and_submit	10000	10000	138	138	9862	0	0	0.0	6a7734cb04587cc808b794718232e1fde547b3e6ff3bccc758d01a0035231bcc	8409767edfb9cf6a186c8d3989682ca78d613bb2c34789b8c423668cbd6a8847	205fd0050d1d2b96fedcbbe29ad619aaab7a7fb92f3ff95838433a78e75a36c1	True	False	0	0	0	pass
115	66f7a8f538a41bb2bdcea168::background::70::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1086_seed1201086_bundle.tar.gz	66f7a8f538a41bb2bdcea168	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	stage_and_submit	10000	10000	109	109	9891	0	0	0.0	69896ecbd22bfe5af7b7d6708904ef8329246e4f1119d0c545f2380ec9d495e3	50eba0a4543dfd0e95fe396ad56cb204dc2c58c544c73d5e87c1fe8df50f7b41	b329dfcd8be2aba7f12c8ddc5fb72350bff82a1f17911e9c1aaf7c15467f1712	True	False	0	0	0	pass
116	670bcfb31fc0bc05834f5639::background::132::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167_bundle.tar.gz	670bcfb31fc0bc05834f5639	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	stage_and_submit	10000	10000	1478	1478	8522	0	0	0.0	01390ea0455e999a57a42d5762ad3d678e7c1d2fa90d07fc2b8806878783757f	7c235336ad2b6f13d263d29c40cd0a0d94f1c84f65fa78dc69a094eca6db4f47	d6d8606fcaa01c6bf3b865ea0a9dbb558d74512936210588fdb03f4a3a246021	True	False	0	0	0	pass
117	67adedb754dee181165dd546::background::181::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862_bundle.tar.gz	67adedb754dee181165dd546	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	0	False	stage_and_submit	8521	8521	1306	1306	7215	0	1	0.0	5cafaef1e13613bc7b2f4a50ad70aeda7bd64b8e23d85c3063eb1080fd9226a3	3c3e95dea433c426e920706673aea791ffab55abd9929e7b8483a2d20c096c9b	7241f0603b9143e8a27bc2f4e9ecdb631b2d83e119c784b7c7bacce3353ce927	True	False	0	0	0	pass
118	6898f98238d3c3fd31ffa828::background::52::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059_bundle.tar.gz	6898f98238d3c3fd31ffa828	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	stage_and_submit	10000	10000	136	136	9864	0	0	0.0	00f0f14cbcf8adf8bb1366a409ef11dd03df25521d1aa1675fbf588ad95f7e27	919e7d0eda33057b2938efdd8de71944044035af17f213caa9dbf4fda15d9e74	009e9f3ced9a098a54d782b6a3bef73eca7d29d34e924c8aec588392862087eb	True	False	0	0	0	pass
119	68a731c70386d8901f37ecd5::background::201::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9792_seed1209792_bundle.tar.gz	68a731c70386d8901f37ecd5	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	0	False	stage_and_submit	10000	10000	131	131	9869	0	0	0.0	808dedd6b2bddaa4a1ebc593b46692b363e63057fdf8ce766c0d6bdd351244fe	9fa9afe3bbc3bc90ece305c5391ae3825a14237d31c11dec401d07937b29d35d	32c9471f69b0ad4414655cb04cfde703b14b5d3250faaf01f9a1eebd24b21a82	True	False	0	0	0	pass
120	6da028860451de9aba8f1b92::background::92::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115_bundle.tar.gz	6da028860451de9aba8f1b92	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	stage_and_submit	10000	10000	596	596	9404	0	0	0.0	9362bed7d56723536b6c074444c2fe121bff6ec21168333559855aeac0cf52fe	c7bc6a137be07d77521c252d7e67efc3680eb6fb38f264084a2de41781519672	5462413f1388855d7c5dcf121367fca6c8943b5a14f246aa911520790391b22f	True	False	0	0	0	pass
121	6f598d53ae37f540978d9afd::background::143::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin05_pthat500to700_shard1180_seed1251180_bundle.tar.gz	6f598d53ae37f540978d9afd	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	1	False	stage_and_submit	10000	10000	5482	5482	4518	0	1	0.0	44aebef83a125ac6d2334fde48b8471b273f4ad93aa6a972024d7cbe11f643b6	63cf23c9c12cf0de078ab22fd1c68df3bec8c376b1919c380a86e899d1e74ec2	4e2786dcda65274854fcdafb38b9366b29478548efd4b99e1d598ed6d76a923d	True	False	0	0	0	pass
122	701a4fd6225ecb01b2c72831::background::177::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1857_seed1211857_bundle.tar.gz	701a4fd6225ecb01b2c72831	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	stage_and_submit	7388	7388	419	419	6969	0	0	0.0	bb6a1280d2ad613c2cd8db122278bdcf4b98566d394bf4562c0902a93e4909cd	903376f7faf0da830062481e120d69ff3e8bd3dbd99cee168a7f5a02eeed8b7c	be70c3bc09b9701eebd6b3fb440f27b179c16bd66ba6f6bfac20473d955f1f9e	True	False	0	0	0	pass
123	70ffb1b2cf387f87e7174ff2::background::99::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125_bundle.tar.gz	70ffb1b2cf387f87e7174ff2	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	stage_and_submit	10000	10000	583	583	9417	0	0	0.0	c02e1855bb76fc8ed562283f049d78256c65aa7531f6b427724b4c31f60a0283	c8f79647b5e36878e70571b8089597ded468c4d69011f137806731b5e741e393	71b3fb1da6a3277b73f76606adbe77f949cb759d8160aaef06d30b76c701055f	True	False	0	0	0	pass
