global_member_index	signal_mode	mode_member_index	member_id	source_campaign	generated_events	immutable_split	candidate_rows	candidate_access	candidate_parquet	candidate_parquet_sha256	candidate_schema_columns	candidate_schema_sha256	common72_schema_sha256	source_bundle	source_registry	source_registry_sha256	source_summary	source_summary_sha256	training_authorized	validation_authorized	test_sealed	physics_yield_authorized	status
29	ggf_hh4b	29	ggf_shard_029	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	54	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard029_train_v2_hh4b_candidates.parquet	20d156320a5582fed1c86741722de2497772ff5c1ed61de5a5137f753884ebc4	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard029_seed86029_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
30	ggf_hh4b	30	ggf_shard_030	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	68	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard030_train_v2_hh4b_candidates.parquet	fcf8bd8f220d93b5f8510d4374afa9d273e64f0d905ce7a262721b244bed95a1	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard030_seed86030_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
31	ggf_hh4b	31	ggf_shard_031	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	58	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard031_train_v2_hh4b_candidates.parquet	1acd2ee126697c540d3e797378e84a1a88b4f5d9584d210b57c271f355959d0a	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard031_seed86031_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
32	ggf_hh4b	32	ggf_shard_032	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	75	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard032_train_v2_hh4b_candidates.parquet	cf270cb3436848ed17fcdd4708a216ab0889383dc237e47ffbd69ed0037771bb	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard032_seed86032_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
33	ggf_hh4b	33	ggf_shard_033	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	55	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard033_train_v2_hh4b_candidates.parquet	fbe673b2ca1da2e0278c8658b301d502ec70f730cdbaace75214632009c6520e	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard033_seed86033_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
34	ggf_hh4b	34	ggf_shard_034	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	56	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard034_train_v2_hh4b_candidates.parquet	c29e4703ec1346d8c7ea24be481d479e84695c07e5140011470745d857dae063	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard034_seed86034_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
35	ggf_hh4b	35	ggf_shard_035	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	56	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard035_train_v2_hh4b_candidates.parquet	e65bcfba9535b8f7a86fd17639d4322f5fd9fc89b9a88a9c136ca38e9bba56cf	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard035_seed86035_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
36	ggf_hh4b	36	ggf_shard_036	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	69	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard036_train_v2_hh4b_candidates.parquet	ad23aef9c057536dff795fdf57a3d833f30ee3cfd81c390cab81f3e6221d616b	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard036_seed86036_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
37	ggf_hh4b	37	ggf_shard_037	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	58	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard037_train_v2_hh4b_candidates.parquet	75deb19f866174531b4a5fc4ce36ea90aaf7e648cc4f3c95f27696a8a1b25209	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard037_seed86037_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
38	ggf_hh4b	38	ggf_shard_038	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	57	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard038_train_v2_hh4b_candidates.parquet	dd9e96c0c569c2223a5d12dbc1123750e1060a3b23265c35d6e45ca1e517ed4a	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard038_seed86038_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
39	ggf_hh4b	39	ggf_shard_039	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	66	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard039_train_v2_hh4b_candidates.parquet	f6e755a96ca39fb2fae58dedb2f60baff0a1a2227ded0b051219a2eb82d6bfc8	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard039_seed86039_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
40	ggf_hh4b	40	ggf_shard_040	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	50	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard040_train_v2_hh4b_candidates.parquet	46249fb1a068519432c712e11719ff19dd58363219b3b5db43dd8990843ab6de	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard040_seed86040_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
41	ggf_hh4b	41	ggf_shard_041	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	46	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard041_train_v2_hh4b_candidates.parquet	bd63d15f38fbc1fb3b3f743845754db81793d5cebda6f5c9220184c13f16124d	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard041_seed86041_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
42	ggf_hh4b	42	ggf_shard_042	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	67	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard042_train_v2_hh4b_candidates.parquet	f53bf1970dc32dafe13831587033a2c7ccd2e16d074ea58020a144a80e5c96b7	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard042_seed86042_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
43	ggf_hh4b	43	ggf_shard_043	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	62	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard043_train_v2_hh4b_candidates.parquet	4c3708e6e6661f37af4051ecfca9f8ab5f1e0aeef9fe85b6298be51d73752e9e	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard043_seed86043_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
44	ggf_hh4b	44	ggf_shard_044	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	57	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard044_train_v2_hh4b_candidates.parquet	ff115d69b17d765125f0dee1e19eb72a8c6b5c472bed4c6990e8887ab6624682	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard044_seed86044_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
45	ggf_hh4b	45	ggf_shard_045	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	59	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard045_train_v2_hh4b_candidates.parquet	14131aec562d81315d2591940feef9a582b22fd1476d8fdd4b4a55d0aeaf5b08	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard045_seed86045_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
46	ggf_hh4b	46	ggf_shard_046	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	55	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard046_train_v2_hh4b_candidates.parquet	cd8d946fc2ae395cb5d8489f8f7220786431fac5da30e3eacff9eb6835121219	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard046_seed86046_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
47	ggf_hh4b	47	ggf_shard_047	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	67	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard047_train_v2_hh4b_candidates.parquet	639a60798fe4f0046eea81d9f0b5940f61227a7377965d562a6c68d8765ef112	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard047_seed86047_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
