campaign	local_shard	inner_shard	seed	immutable_split	generated_events	candidate_rows	analysis_sample	source_root	source_root_index	candidate_parquet	candidate_parquet_sha256	remote_bundle	training_authorized	validation_authorized	test_sealed	physics_yield_authorized	status
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	52	16052	86052	train	1000	58	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16052_1000_pythia8_delphes.root	62	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard052_train_v2_hh4b_candidates.parquet	a5c89f413a2b32d61aeffa32e0ff88dd8c70ad650779ed88b097a2bb7a1c7176	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard052_seed86052_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	53	16053	86053	train	1000	77	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16053_1000_pythia8_delphes.root	63	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard053_train_v2_hh4b_candidates.parquet	0d725c6aa46c657177ec904cb335cdc9814cf2ff8b33300492e9344ce1cfbe1b	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard053_seed86053_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	54	16054	86054	train	1000	71	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16054_1000_pythia8_delphes.root	64	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard054_train_v2_hh4b_candidates.parquet	3b1f6fb4dafdebc2eaeb4db6d1d622b5fbd7d306327787dc7d7b0301ee11cf36	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard054_seed86054_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	55	16055	86055	train	1000	66	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16055_1000_pythia8_delphes.root	65	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard055_train_v2_hh4b_candidates.parquet	4e7c3745768ba0a5ce242ba2582934136d284c00be587f0e43b8636b54f3854d	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard055_seed86055_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	56	16056	86056	train	1000	53	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16056_1000_pythia8_delphes.root	66	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard056_train_v2_hh4b_candidates.parquet	caa9cacebbaa2883b88265f2952c91da6fba57b96c8352fc68cb35cc3a161f1c	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard056_seed86056_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	57	16057	86057	train	1000	63	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16057_1000_pythia8_delphes.root	67	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard057_train_v2_hh4b_candidates.parquet	2006076908003634ba7b1caf8e611d756bb96e7c8305f5ae8ddabf5826503e78	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard057_seed86057_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	58	16058	86058	train	1000	63	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16058_1000_pythia8_delphes.root	68	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard058_train_v2_hh4b_candidates.parquet	4d0d6ef0041ca6e420cdeee9a4ac4b9deb2630f288ae7e67c439b41e766f2f36	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard058_seed86058_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	59	16059	86059	train	1000	57	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16059_1000_pythia8_delphes.root	69	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard059_train_v2_hh4b_candidates.parquet	20da72f9e42eb14b93ff7b25ffdedb49c20df631613097d049a9d623d0d5b85f	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard059_seed86059_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	60	16060	86060	train	1000	53	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16060_1000_pythia8_delphes.root	70	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard060_train_v2_hh4b_candidates.parquet	31f80c38d5499b5c38213f206968b7b14f957e8ca8e1691ef211d0c6ec957036	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard060_seed86060_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	61	16061	86061	train	1000	56	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16061_1000_pythia8_delphes.root	71	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard061_train_v2_hh4b_candidates.parquet	80ac83b8940d32d88d156a44c570116f4c1eab7db0714f2b12600e22cf458359	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard061_seed86061_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	62	16062	86062	train	1000	63	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16062_1000_pythia8_delphes.root	72	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard062_train_v2_hh4b_candidates.parquet	381f259b31ea627969e36dd6fd8638c5975940cba7df3f0130ba918fdbe3599f	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard062_seed86062_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	63	16063	86063	train	1000	62	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16063_1000_pythia8_delphes.root	73	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard063_train_v2_hh4b_candidates.parquet	0882205de26dac5772321ee724b5684cbc90e0cb25ca0afcd014fe0f74e5b397	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard063_seed86063_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	64	16064	86064	train	1000	61	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16064_1000_pythia8_delphes.root	74	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard064_train_v2_hh4b_candidates.parquet	35612880ce14a9fd95b4ca9e2de4c4e4179f95ca6a039660b1c73db8b72d15ae	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard064_seed86064_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	65	16065	86065	train	1000	55	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16065_1000_pythia8_delphes.root	75	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard065_train_v2_hh4b_candidates.parquet	a426e2ee9a5009c17fa1538fe5cf763be9e9e5542cda17efee91f08b9aa24e4a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard065_seed86065_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	66	16066	86066	train	1000	64	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16066_1000_pythia8_delphes.root	76	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard066_train_v2_hh4b_candidates.parquet	4310621e37c2a65f91854f0ece826d784126d29873a869bd1b858bb367fb28c5	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard066_seed86066_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	67	16067	86067	train	1000	61	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16067_1000_pythia8_delphes.root	77	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard067_train_v2_hh4b_candidates.parquet	c29f2fdf1e677396308dfc3e653f34ea8e24171b32e5626911655c9b94925405	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard067_seed86067_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	68	16068	86068	train	1000	65	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16068_1000_pythia8_delphes.root	78	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard068_train_v2_hh4b_candidates.parquet	92872b6cff090d2de6ca4924296a676a52411d449c12bdf373fe2bb9c5a0e9c8	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard068_seed86068_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	69	16069	86069	train	1000	67	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16069_1000_pythia8_delphes.root	79	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard069_train_v2_hh4b_candidates.parquet	203980050bd8db519e40aada6d8fb48c6c488a6636b632ff34fc67df12f4f94e	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard069_seed86069_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	70	16070	86070	train	1000	49	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16070_1000_pythia8_delphes.root	80	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard070_train_v2_hh4b_candidates.parquet	dc140d3069ba81bd86745bf580d136f0755c9bf9923efcb269b233782cc38d34	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard070_seed86070_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	71	16071	86071	train	1000	52	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16071_1000_pythia8_delphes.root	81	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard071_train_v2_hh4b_candidates.parquet	82d5742a164fe40bfbe69b80e835184833d859fd7f240e8268fb13e5a289ef97	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard071_seed86071_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	72	16072	86072	train	1000	74	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16072_1000_pythia8_delphes.root	82	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard072_train_v2_hh4b_candidates.parquet	961ad6799392e1bc50775249ceaa7ec8e1b65581b5e254f8ecb01838d4e2c6c9	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard072_seed86072_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	73	16073	86073	train	1000	58	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16073_1000_pythia8_delphes.root	83	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard073_train_v2_hh4b_candidates.parquet	4768dd0dc42187311fd6378e9390cf3033fe7e3a9c59e3e3dda7d652831f177a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard073_seed86073_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	74	16074	86074	train	1000	58	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16074_1000_pythia8_delphes.root	84	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard074_train_v2_hh4b_candidates.parquet	f4edfd1d1a0e454ede988b58952c1595b16d4eb7f5fab1f30913de36dcc5d4e4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard074_seed86074_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	75	16075	86075	train	1000	44	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16075_1000_pythia8_delphes.root	85	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard075_train_v2_hh4b_candidates.parquet	bd849acf6f98c6733383d7e72c7ffe13c6bfcb3ab9373966d9230573996dd98b	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard075_seed86075_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	76	16076	86076	train	1000	53	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16076_1000_pythia8_delphes.root	86	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard076_train_v2_hh4b_candidates.parquet	f197f4e1b7bacffa98e79758cf960896a84ac5d40f17240cf4d26125ab81a6b0	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard076_seed86076_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	77	16077	86077	train	1000	69	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16077_1000_pythia8_delphes.root	87	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard077_train_v2_hh4b_candidates.parquet	f987c885aae7bc0b414584746dd40f90f5c2bd485c34e9a5b5c88e9e889a5081	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard077_seed86077_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	78	16078	86078	train	1000	63	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16078_1000_pythia8_delphes.root	88	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard078_train_v2_hh4b_candidates.parquet	aaf58bf4cf3a500b84511bc0e3d1b72c72ea0fb3d6aabfadcfba0a027f7ca20e	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard078_seed86078_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	79	16079	86079	train	1000	55	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16079_1000_pythia8_delphes.root	89	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard079_train_v2_hh4b_candidates.parquet	3af835d460c84e6f1f9e44f574f29f75be6a1a16335d147654502d6fc4a66f0a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard079_seed86079_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	80	16080	86080	train	1000	61	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16080_1000_pythia8_delphes.root	90	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard080_train_v2_hh4b_candidates.parquet	187a5e85e2b2ddb97f87807c953b3beb26d5bcca0e37842798046577c5d1db75	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard080_seed86080_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	81	16081	86081	train	1000	58	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16081_1000_pythia8_delphes.root	91	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard081_train_v2_hh4b_candidates.parquet	a599e138492d836f6e5138be10e48247c25a774bb9c4f7f7a1934fa31c675403	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard081_seed86081_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	82	16082	86082	train	1000	65	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16082_1000_pythia8_delphes.root	92	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard082_train_v2_hh4b_candidates.parquet	4470e31211b6922c0bfb405379452942ffc99f92dd071a7685821df690b4dcd5	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard082_seed86082_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	83	16083	86083	train	1000	57	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16083_1000_pythia8_delphes.root	93	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard083_train_v2_hh4b_candidates.parquet	acfed7553e2eabf04570351b4e5b51208ffc8268216faef787beb91e9c1914a5	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard083_seed86083_bundle.tar.gz	True	False	False	False	pass
