sample,group,source_root,event_in_file,n_selected_jets,n_selected_btags,is_signal,assignment_mask,truth_available,weight_pb
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2247,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2308,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2319,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2352,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2356,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2364,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2384,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2386,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2392,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2401,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2403,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2409,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2414,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2421,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2430,7,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2445,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2447,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2449,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2450,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2464,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2475,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2481,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2510,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2516,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2523,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2524,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2540,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2545,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2551,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2576,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2577,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2582,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2594,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2600,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2612,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2690,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2736,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2742,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2761,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2769,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2779,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2822,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2825,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2830,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2872,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2883,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2884,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2892,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2906,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2910,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2912,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2927,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2935,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2966,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,2975,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3064,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3074,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3075,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3083,7,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3114,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3132,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3144,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3150,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3174,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3175,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3186,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3195,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3210,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3224,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3234,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3252,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3257,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3267,5,5,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3274,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3282,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3286,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3297,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3321,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3326,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3337,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3340,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3371,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3376,7,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3426,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3447,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3449,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3454,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3464,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3472,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3486,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3498,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3499,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3550,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3562,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3578,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3607,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3614,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3618,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3672,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3673,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3688,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3696,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3702,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3703,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3709,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3714,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3719,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3723,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3729,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3796,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3810,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3812,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3867,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3902,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3906,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3912,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3913,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3925,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3948,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3954,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3963,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3970,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3976,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,3986,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4023,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4053,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4063,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4069,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4075,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4084,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4094,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4113,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4142,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4150,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4155,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4160,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4173,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4182,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4210,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4227,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4254,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4256,5,5,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4272,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4290,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4293,6,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4294,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4297,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4306,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4329,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4351,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4354,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4360,7,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4365,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4389,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4451,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4452,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4477,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4479,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4524,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4538,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4547,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4553,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4556,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4565,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4592,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4610,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4612,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4626,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4632,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4638,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4647,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4730,7,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4754,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4759,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4792,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4799,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4802,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4815,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4847,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4921,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4964,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4974,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,4990,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5006,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5008,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5042,6,5,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5044,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5067,5,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5076,5,5,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5167,4,4,0,0,0,0.001052935536702474
qcd_bbbb_iht200to400_combined120k,background,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,5168,5,4,0,0,0,0.001052935536702474
