production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	population_kind	transport_id	auxiliary_qcd	physical_evaluation_eligible	coefficient_campaign	coefficient_source_tag	run2_yield_coefficient_per_generator_weight	coefficient_join_status	physical_weight_application_authorized
182	c989603462cc21bda0b676ef::background::179::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1860_seed1221860_bundle.tar.gz	c989603462cc21bda0b676ef	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1860_seed1221860	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1860_seed1221860	455338.26534857607	hard_qcd_source_tag_exact_substring_match	False
183	c9b03b9b6b9f9398092a3add::background::36::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_bundle.tar.gz	c9b03b9b6b9f9398092a3add	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	1882438.8908430545	hard_qcd_source_tag_exact_substring_match	False
184	ca5dd2d91915701f2db3c250::background::131::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166_bundle.tar.gz	ca5dd2d91915701f2db3c250	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166	448586.8151028922	hard_qcd_source_tag_exact_substring_match	False
185	cad7d87f15a91605dc239aa7::background::144::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181_bundle.tar.gz	cad7d87f15a91605dc239aa7	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181	333.963339800737	hard_qcd_source_tag_exact_substring_match	False
186	cdf2d49cc011f7c782d20e7d::background::60::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1071_seed1201071_bundle.tar.gz	cdf2d49cc011f7c782d20e7d	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1071_seed1201071	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1071_seed1201071	1866671.6837671064	hard_qcd_source_tag_exact_substring_match	False
187	ce365d3e4aad32d2d4b33623::background::194::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779_bundle.tar.gz	ce365d3e4aad32d2d4b33623	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	1867585.3768769868	hard_qcd_source_tag_exact_substring_match	False
188	d113c905e746c5f3a1fbe572::background::133::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169_bundle.tar.gz	d113c905e746c5f3a1fbe572	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169	452355.8714551537	hard_qcd_source_tag_exact_substring_match	False
189	d13c9b53836400ed06a41d29::background::191::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775_bundle.tar.gz	d13c9b53836400ed06a41d29	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775	1872870.6231528684	hard_qcd_source_tag_exact_substring_match	False
190	d1bb23222fde702852fcc5e2::background::145::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182_bundle.tar.gz	d1bb23222fde702852fcc5e2	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182	41.169947308409846	hard_qcd_source_tag_exact_substring_match	False
191	d227f52543e2cb31db9c1a80::background::217::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9819_seed1239819_bundle.tar.gz	d227f52543e2cb31db9c1a80	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9819_seed1239819	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9819_seed1239819	181583.6299638055	hard_qcd_source_tag_exact_substring_match	False
192	d4486205aec22c450a5f8bbc::background::42::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1043_seed1201043_bundle.tar.gz	d4486205aec22c450a5f8bbc	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1043_seed1201043	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1043_seed1201043	1874527.94280831	hard_qcd_source_tag_exact_substring_match	False
193	d5037d0869ffec0742a1fc4f::background::34::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	d5037d0869ffec0742a1fc4f	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033	1877598.51018913	hard_qcd_source_tag_exact_substring_match	False
194	d87ae41fcff790a5bcb001c0::background::65::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1079_seed1201079_bundle.tar.gz	d87ae41fcff790a5bcb001c0	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1079_seed1201079	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1079_seed1201079	1868316.1552506397	hard_qcd_source_tag_exact_substring_match	False
195	d9be722e0839d93162bc33e3::background::170::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848_bundle.tar.gz	d9be722e0839d93162bc33e3	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848	1881753.0444904936	hard_qcd_source_tag_exact_substring_match	False
196	da7b55b8ebf9ff7d43f57099::background::151::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824_bundle.tar.gz	da7b55b8ebf9ff7d43f57099	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	1866309.3012939312	hard_qcd_source_tag_exact_substring_match	False
197	dd372cba4e2fd782a567777a::background::113::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142_bundle.tar.gz	dd372cba4e2fd782a567777a	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142	710051.9276052096	hard_qcd_source_tag_exact_substring_match	False
198	ddf00195c30b0ce35b7c3936::background::48::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_bundle.tar.gz	ddf00195c30b0ce35b7c3936	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	1878516.0880963013	hard_qcd_source_tag_exact_substring_match	False
199	e0f552f9471fa8c08d1443ca::background::165::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843_bundle.tar.gz	e0f552f9471fa8c08d1443ca	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	1875263.932780084	hard_qcd_source_tag_exact_substring_match	False
200	e16babb476785f9c7bba08d7::background::97::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122_bundle.tar.gz	e16babb476785f9c7bba08d7	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	704715.1572501233	hard_qcd_source_tag_exact_substring_match	False
201	e566d63f21f4842e8702af50::background::169::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847_bundle.tar.gz	e566d63f21f4842e8702af50	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	1868182.125418976	hard_qcd_source_tag_exact_substring_match	False
202	e5ff572c7d0297ac256a6c61::background::212::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812_bundle.tar.gz	e5ff572c7d0297ac256a6c61	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9812_seed1219812	700899.8242700209	hard_qcd_source_tag_exact_substring_match	False
203	e831cad844385a3d684c4829::background::159::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835_bundle.tar.gz	e831cad844385a3d684c4829	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	1869030.9535129387	hard_qcd_source_tag_exact_substring_match	False
204	e9aef2a6443a5dc54ae14090::background::93::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116_bundle.tar.gz	e9aef2a6443a5dc54ae14090	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	703868.9957405571	hard_qcd_source_tag_exact_substring_match	False
205	ea117128b9596f005587e5ac::background::59::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070_bundle.tar.gz	ea117128b9596f005587e5ac	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070	1864524.7378646825	hard_qcd_source_tag_exact_substring_match	False
206	eb0da04f9b6641022289637e::background::121::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150_bundle.tar.gz	eb0da04f9b6641022289637e	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150	454432.7827424187	hard_qcd_source_tag_exact_substring_match	False
207	ed505dd84175c8656100b75e::background::198::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784_bundle.tar.gz	ed505dd84175c8656100b75e	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9784_seed1209784	1875625.8941835037	hard_qcd_source_tag_exact_substring_match	False
208	ee384ac1ea933b9645b23f6a::background::162::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838_bundle.tar.gz	ee384ac1ea933b9645b23f6a	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	1885149.7104073523	hard_qcd_source_tag_exact_substring_match	False
209	ee933650871c26440c3ba459::background::156::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830_bundle.tar.gz	ee933650871c26440c3ba459	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	1869529.482683689	hard_qcd_source_tag_exact_substring_match	False
210	f0e0ccf513aa3e63752ef51c::background::68::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084_bundle.tar.gz	f0e0ccf513aa3e63752ef51c	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084	1878583.794978244	hard_qcd_source_tag_exact_substring_match	False
211	f166c58018f30a00b511eec7::background::76::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096_bundle.tar.gz	f166c58018f30a00b511eec7	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096	1855886.8984099869	hard_qcd_source_tag_exact_substring_match	False
212	f34a6262703836fcc9fc3290::background::164::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840_bundle.tar.gz	f34a6262703836fcc9fc3290	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	1869015.9906177928	hard_qcd_source_tag_exact_substring_match	False
213	f4f00d9c34728628f5d0bd7e::background::197::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783_bundle.tar.gz	f4f00d9c34728628f5d0bd7e	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9783_seed1209783	1881211.6859331056	hard_qcd_source_tag_exact_substring_match	False
214	f64b9ebbb63ed7fdc54ac20f::background::111::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140_bundle.tar.gz	f64b9ebbb63ed7fdc54ac20f	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	708528.6955912926	hard_qcd_source_tag_exact_substring_match	False
215	fa6cf9ebbfb98be8f02b4de8::background::176::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856_bundle.tar.gz	fa6cf9ebbfb98be8f02b4de8	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856	698420.4566150749	hard_qcd_source_tag_exact_substring_match	False
216	fc4fb58d7b622f21aacf4b4f::background::39::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1040_seed1201040_bundle.tar.gz	fc4fb58d7b622f21aacf4b4f	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1040_seed1201040	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1040_seed1201040	1893738.577177808	hard_qcd_source_tag_exact_substring_match	False
217	fdc4deca706f521f7e178cb0::background::125::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155_bundle.tar.gz	fdc4deca706f521f7e178cb0	background	qcd_hardqcd	primary_physical_background	hard_qcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155	451170.79774705134	hard_qcd_source_tag_exact_substring_match	False
