member_index	sample_class	process_or_mode	dataset_split	candidate_rows	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_member_index	schema_stratum_assigned	representative_audit_status
136	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
137	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
138	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
139	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
140	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
141	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
142	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
143	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
144	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
145	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
146	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
147	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
148	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
149	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
150	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
151	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
152	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
153	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
154	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
155	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
156	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
157	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
158	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
159	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
160	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
161	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
162	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
163	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
164	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
165	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
166	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
167	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
168	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
169	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
170	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
171	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
172	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
173	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
174	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
175	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
176	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
177	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
178	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
179	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
180	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
181	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
182	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
183	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
184	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
185	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
186	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
187	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
188	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
189	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
190	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
191	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
192	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
193	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
194	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
195	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
196	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
197	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
198	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
199	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
200	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
201	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
202	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
203	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
204	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
205	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
206	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
207	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
208	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
209	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
210	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
211	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
212	background	qcd_hardqcd	train	1	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
213	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
214	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
215	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
216	background	qcd_hardqcd	train	0	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718"",""qcd_hardqcd""]"	123	True	pass
