sample_class	process_or_mode	dataset_split	aggregation_level	stage_index	stage	members	generated_events	candidate_denominator	selected_events	efficiency_vs_generated	efficiency_vs_candidate	weighting_status	physical_yield_authorized	significance_authorized
background	qcd_hardqcd	train	background_family	9	control_region_high_mhh	186	1811373	56	0	0.0	0.0	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	0	candidate_denominator	2	20000	12	12	0.0006	1.0	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	1	four_candidate_jets_pt40	2	20000	12	7	0.00035	0.5833333333333334	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	2	four_candidate_jets_abs_eta24	2	20000	12	7	0.00035	0.5833333333333334	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	3	analysis_region_rhh55	2	20000	12	3	0.00015	0.25	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	4	signal_region_rhh30	2	20000	12	2	0.0001	0.16666666666666666	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	5	control_region_rhh30_55	2	20000	12	1	5e-05	0.08333333333333333	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	6	signal_region_low_mhh	2	20000	12	2	0.0001	0.16666666666666666	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	7	signal_region_high_mhh	2	20000	12	0	0.0	0.0	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	8	control_region_low_mhh	2	20000	12	0	0.0	0.0	unweighted_descriptive_only	False	False
background	schannel_single_top	train	background_family	9	control_region_high_mhh	2	20000	12	1	5e-05	0.08333333333333333	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	0	candidate_denominator	6	60000	23	23	0.00038333333333333334	1.0	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	1	four_candidate_jets_pt40	6	60000	23	11	0.00018333333333333334	0.4782608695652174	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	2	four_candidate_jets_abs_eta24	6	60000	23	11	0.00018333333333333334	0.4782608695652174	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	3	analysis_region_rhh55	6	60000	23	5	8.333333333333333e-05	0.21739130434782608	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	4	signal_region_rhh30	6	60000	23	2	3.3333333333333335e-05	0.08695652173913043	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	5	control_region_rhh30_55	6	60000	23	3	5e-05	0.13043478260869565	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	6	signal_region_low_mhh	6	60000	23	1	1.6666666666666667e-05	0.043478260869565216	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	7	signal_region_high_mhh	6	60000	23	1	1.6666666666666667e-05	0.043478260869565216	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	8	control_region_low_mhh	6	60000	23	3	5e-05	0.13043478260869565	unweighted_descriptive_only	False	False
background	tchannel_antitop	train	background_family	9	control_region_high_mhh	6	60000	23	0	0.0	0.0	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	0	candidate_denominator	6	60000	19	19	0.00031666666666666665	1.0	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	1	four_candidate_jets_pt40	6	60000	19	9	0.00015	0.47368421052631576	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	2	four_candidate_jets_abs_eta24	6	60000	19	9	0.00015	0.47368421052631576	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	3	analysis_region_rhh55	6	60000	19	3	5e-05	0.15789473684210525	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	4	signal_region_rhh30	6	60000	19	1	1.6666666666666667e-05	0.05263157894736842	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	5	control_region_rhh30_55	6	60000	19	2	3.3333333333333335e-05	0.10526315789473684	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	6	signal_region_low_mhh	6	60000	19	1	1.6666666666666667e-05	0.05263157894736842	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	7	signal_region_high_mhh	6	60000	19	0	0.0	0.0	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	8	control_region_low_mhh	6	60000	19	2	3.3333333333333335e-05	0.10526315789473684	unweighted_descriptive_only	False	False
background	tchannel_top	train	background_family	9	control_region_high_mhh	6	60000	19	0	0.0	0.0	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	0	candidate_denominator	60	600000	1947	1947	0.003245	1.0	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	1	four_candidate_jets_pt40	60	600000	1947	1018	0.0016966666666666666	0.5228556753980482	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	2	four_candidate_jets_abs_eta24	60	600000	1947	983	0.0016383333333333334	0.504879301489471	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	3	analysis_region_rhh55	60	600000	1947	524	0.0008733333333333334	0.26913199794555726	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	4	signal_region_rhh30	60	600000	1947	267	0.000445	0.13713405238828968	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	5	control_region_rhh30_55	60	600000	1947	257	0.00042833333333333335	0.1319979455572676	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	6	signal_region_low_mhh	60	600000	1947	218	0.00036333333333333335	0.11196712891628145	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	7	signal_region_high_mhh	60	600000	1947	49	8.166666666666667e-05	0.025166923472008218	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	8	control_region_low_mhh	60	600000	1947	189	0.000315	0.0970724191063174	unweighted_descriptive_only	False	False
background	ttbar_inclusive	train	background_family	9	control_region_high_mhh	60	600000	1947	68	0.00011333333333333333	0.03492552645095018	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	0	candidate_denominator	3	30000	3657	3657	0.1219	1.0	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	1	four_candidate_jets_pt40	3	30000	3657	2204	0.07346666666666667	0.6026797921793821	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	2	four_candidate_jets_abs_eta24	3	30000	3657	2151	0.0717	0.5881870385561936	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	3	analysis_region_rhh55	3	30000	3657	1234	0.041133333333333334	0.33743505605687724	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	4	signal_region_rhh30	3	30000	3657	660	0.022	0.1804757998359311	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	5	control_region_rhh30_55	3	30000	3657	574	0.019133333333333332	0.15695925622094614	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	6	signal_region_low_mhh	3	30000	3657	535	0.017833333333333333	0.14629477713973202	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	7	signal_region_high_mhh	3	30000	3657	125	0.004166666666666667	0.03418102269619907	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	8	control_region_low_mhh	3	30000	3657	412	0.013733333333333334	0.11266065080667213	unweighted_descriptive_only	False	False
background	tth_hbb	train	background_family	9	control_region_high_mhh	3	30000	3657	162	0.0054	0.044298605414273995	unweighted_descriptive_only	False	False
background	tttt	train	background_family	0	candidate_denominator	4	40000	7766	7766	0.19415	1.0	unweighted_descriptive_only	False	False
background	tttt	train	background_family	1	four_candidate_jets_pt40	4	40000	7766	5417	0.135425	0.6975276847798094	unweighted_descriptive_only	False	False
background	tttt	train	background_family	2	four_candidate_jets_abs_eta24	4	40000	7766	5253	0.131325	0.6764099922740149	unweighted_descriptive_only	False	False
background	tttt	train	background_family	3	analysis_region_rhh55	4	40000	7766	1887	0.047175	0.2429822302343549	unweighted_descriptive_only	False	False
background	tttt	train	background_family	4	signal_region_rhh30	4	40000	7766	874	0.02185	0.11254184908575843	unweighted_descriptive_only	False	False
background	tttt	train	background_family	5	control_region_rhh30_55	4	40000	7766	1013	0.025325	0.13044038114859643	unweighted_descriptive_only	False	False
background	tttt	train	background_family	6	signal_region_low_mhh	4	40000	7766	559	0.013975	0.07198042750450682	unweighted_descriptive_only	False	False
background	tttt	train	background_family	7	signal_region_high_mhh	4	40000	7766	315	0.007875	0.04056142158125161	unweighted_descriptive_only	False	False
background	tttt	train	background_family	8	control_region_low_mhh	4	40000	7766	515	0.012875	0.06631470512490342	unweighted_descriptive_only	False	False
background	tttt	train	background_family	9	control_region_high_mhh	4	40000	7766	498	0.01245	0.06412567602369303	unweighted_descriptive_only	False	False
background	ttw	train	background_family	0	candidate_denominator	5	50000	297	297	0.00594	1.0	unweighted_descriptive_only	False	False
background	ttw	train	background_family	1	four_candidate_jets_pt40	5	50000	297	178	0.00356	0.5993265993265994	unweighted_descriptive_only	False	False
background	ttw	train	background_family	2	four_candidate_jets_abs_eta24	5	50000	297	171	0.00342	0.5757575757575758	unweighted_descriptive_only	False	False
background	ttw	train	background_family	3	analysis_region_rhh55	5	50000	297	76	0.00152	0.2558922558922559	unweighted_descriptive_only	False	False
background	ttw	train	background_family	4	signal_region_rhh30	5	50000	297	43	0.00086	0.1447811447811448	unweighted_descriptive_only	False	False
background	ttw	train	background_family	5	control_region_rhh30_55	5	50000	297	33	0.00066	0.1111111111111111	unweighted_descriptive_only	False	False
background	ttw	train	background_family	6	signal_region_low_mhh	5	50000	297	31	0.00062	0.10437710437710437	unweighted_descriptive_only	False	False
background	ttw	train	background_family	7	signal_region_high_mhh	5	50000	297	12	0.00024	0.04040404040404041	unweighted_descriptive_only	False	False
background	ttw	train	background_family	8	control_region_low_mhh	5	50000	297	22	0.00044	0.07407407407407407	unweighted_descriptive_only	False	False
background	ttw	train	background_family	9	control_region_high_mhh	5	50000	297	11	0.00022	0.037037037037037035	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	0	candidate_denominator	3	30000	3169	3169	0.10563333333333333	1.0	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	1	four_candidate_jets_pt40	3	30000	3169	1934	0.06446666666666667	0.6102871568318081	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	2	four_candidate_jets_abs_eta24	3	30000	3169	1873	0.062433333333333334	0.5910381823919217	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	3	analysis_region_rhh55	3	30000	3169	921	0.0307	0.29062795834648153	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	4	signal_region_rhh30	3	30000	3169	363	0.0121	0.11454717576522562	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	5	control_region_rhh30_55	3	30000	3169	558	0.0186	0.17608078258125592	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	6	signal_region_low_mhh	3	30000	3169	293	0.009766666666666667	0.0924581887030609	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	7	signal_region_high_mhh	3	30000	3169	70	0.0023333333333333335	0.022088987062164722	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	8	control_region_low_mhh	3	30000	3169	373	0.012433333333333333	0.11770274534553486	unweighted_descriptive_only	False	False
background	ttz_zbb	train	background_family	9	control_region_high_mhh	3	30000	3169	185	0.006166666666666667	0.05837803723572105	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	0	candidate_denominator	5	50000	74	74	0.00148	1.0	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	1	four_candidate_jets_pt40	5	50000	74	34	0.00068	0.4594594594594595	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	2	four_candidate_jets_abs_eta24	5	50000	74	33	0.00066	0.44594594594594594	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	3	analysis_region_rhh55	5	50000	74	8	0.00016	0.10810810810810811	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	4	signal_region_rhh30	5	50000	74	3	6e-05	0.04054054054054054	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	5	control_region_rhh30_55	5	50000	74	5	0.0001	0.06756756756756757	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	6	signal_region_low_mhh	5	50000	74	1	2e-05	0.013513513513513514	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	7	signal_region_high_mhh	5	50000	74	2	4e-05	0.02702702702702703	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	8	control_region_low_mhh	5	50000	74	4	8e-05	0.05405405405405406	unweighted_descriptive_only	False	False
background	tw_antitop	train	background_family	9	control_region_high_mhh	5	50000	74	1	2e-05	0.013513513513513514	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	0	candidate_denominator	5	50000	47	47	0.00094	1.0	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	1	four_candidate_jets_pt40	5	50000	47	22	0.00044	0.46808510638297873	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	2	four_candidate_jets_abs_eta24	5	50000	47	21	0.00042	0.44680851063829785	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	3	analysis_region_rhh55	5	50000	47	9	0.00018	0.19148936170212766	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	4	signal_region_rhh30	5	50000	47	4	8e-05	0.0851063829787234	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	5	control_region_rhh30_55	5	50000	47	5	0.0001	0.10638297872340426	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	6	signal_region_low_mhh	5	50000	47	3	6e-05	0.06382978723404255	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	7	signal_region_high_mhh	5	50000	47	1	2e-05	0.02127659574468085	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	8	control_region_low_mhh	5	50000	47	2	4e-05	0.0425531914893617	unweighted_descriptive_only	False	False
background	tw_top	train	background_family	9	control_region_high_mhh	5	50000	47	3	6e-05	0.06382978723404255	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	0	candidate_denominator	4	40000	24	24	0.0006	1.0	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	1	four_candidate_jets_pt40	4	40000	24	14	0.00035	0.5833333333333334	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	2	four_candidate_jets_abs_eta24	4	40000	24	13	0.000325	0.5416666666666666	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	3	analysis_region_rhh55	4	40000	24	3	7.5e-05	0.125	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	4	signal_region_rhh30	4	40000	24	2	5e-05	0.08333333333333333	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	5	control_region_rhh30_55	4	40000	24	1	2.5e-05	0.041666666666666664	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	6	signal_region_low_mhh	4	40000	24	1	2.5e-05	0.041666666666666664	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	7	signal_region_high_mhh	4	40000	24	1	2.5e-05	0.041666666666666664	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	8	control_region_low_mhh	4	40000	24	0	0.0	0.0	unweighted_descriptive_only	False	False
background	vbf_hbb	train	background_family	9	control_region_high_mhh	4	40000	24	1	2.5e-05	0.041666666666666664	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	0	candidate_denominator	5	50000	33	33	0.00066	1.0	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	1	four_candidate_jets_pt40	5	50000	33	14	0.00028	0.42424242424242425	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	2	four_candidate_jets_abs_eta24	5	50000	33	14	0.00028	0.42424242424242425	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	3	analysis_region_rhh55	5	50000	33	8	0.00016	0.24242424242424243	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	4	signal_region_rhh30	5	50000	33	2	4e-05	0.06060606060606061	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	5	control_region_rhh30_55	5	50000	33	6	0.00012	0.18181818181818182	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	6	signal_region_low_mhh	5	50000	33	1	2e-05	0.030303030303030304	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	7	signal_region_high_mhh	5	50000	33	1	2e-05	0.030303030303030304	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	8	control_region_low_mhh	5	50000	33	2	4e-05	0.06060606060606061	unweighted_descriptive_only	False	False
background	wh_hbb	train	background_family	9	control_region_high_mhh	5	50000	33	4	8e-05	0.12121212121212122	unweighted_descriptive_only	False	False
background	ww	train	background_family	0	candidate_denominator	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	1	four_candidate_jets_pt40	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	2	four_candidate_jets_abs_eta24	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	3	analysis_region_rhh55	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	4	signal_region_rhh30	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	5	control_region_rhh30_55	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	6	signal_region_low_mhh	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	7	signal_region_high_mhh	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	8	control_region_low_mhh	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	ww	train	background_family	9	control_region_high_mhh	3	30000	0	0	0.0		unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	0	candidate_denominator	4	20800	33	33	0.0015865384615384615	1.0	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	1	four_candidate_jets_pt40	4	20800	33	16	0.0007692307692307692	0.48484848484848486	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	2	four_candidate_jets_abs_eta24	4	20800	33	15	0.0007211538461538462	0.45454545454545453	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	3	analysis_region_rhh55	4	20800	33	4	0.0001923076923076923	0.12121212121212122	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	4	signal_region_rhh30	4	20800	33	4	0.0001923076923076923	0.12121212121212122	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	5	control_region_rhh30_55	4	20800	33	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	6	signal_region_low_mhh	4	20800	33	2	9.615384615384615e-05	0.06060606060606061	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	7	signal_region_high_mhh	4	20800	33	2	9.615384615384615e-05	0.06060606060606061	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	8	control_region_low_mhh	4	20800	33	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wwz_zbb	train	background_family	9	control_region_high_mhh	4	20800	33	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	0	candidate_denominator	5	50000	7	7	0.00014	1.0	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	1	four_candidate_jets_pt40	5	50000	7	4	8e-05	0.5714285714285714	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	2	four_candidate_jets_abs_eta24	5	50000	7	4	8e-05	0.5714285714285714	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	3	analysis_region_rhh55	5	50000	7	1	2e-05	0.14285714285714285	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	4	signal_region_rhh30	5	50000	7	1	2e-05	0.14285714285714285	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	5	control_region_rhh30_55	5	50000	7	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	6	signal_region_low_mhh	5	50000	7	1	2e-05	0.14285714285714285	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	7	signal_region_high_mhh	5	50000	7	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	8	control_region_low_mhh	5	50000	7	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wz_zbb	train	background_family	9	control_region_high_mhh	5	50000	7	0	0.0	0.0	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	0	candidate_denominator	4	13200	68	68	0.005151515151515152	1.0	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	1	four_candidate_jets_pt40	4	13200	68	40	0.0030303030303030303	0.5882352941176471	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	2	four_candidate_jets_abs_eta24	4	13200	68	38	0.0028787878787878787	0.5588235294117647	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	3	analysis_region_rhh55	4	13200	68	24	0.0018181818181818182	0.35294117647058826	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	4	signal_region_rhh30	4	13200	68	5	0.0003787878787878788	0.07352941176470588	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	5	control_region_rhh30_55	4	13200	68	19	0.0014393939393939393	0.27941176470588236	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	6	signal_region_low_mhh	4	13200	68	3	0.00022727272727272727	0.04411764705882353	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	7	signal_region_high_mhh	4	13200	68	2	0.00015151515151515152	0.029411764705882353	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	8	control_region_low_mhh	4	13200	68	9	0.0006818181818181819	0.1323529411764706	unweighted_descriptive_only	False	False
background	wzz_zbb	train	background_family	9	control_region_high_mhh	4	13200	68	10	0.0007575757575757576	0.14705882352941177	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	0	candidate_denominator	20	200000	5845	5845	0.029225	1.0	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	1	four_candidate_jets_pt40	20	200000	5845	2321	0.011605	0.39709153122326774	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	2	four_candidate_jets_abs_eta24	20	200000	5845	2219	0.011095	0.37964071856287424	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	3	analysis_region_rhh55	20	200000	5845	1116	0.00558	0.19093242087254064	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	4	signal_region_rhh30	20	200000	5845	488	0.00244	0.0834901625320787	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	5	control_region_rhh30_55	20	200000	5845	628	0.00314	0.10744225834046194	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	6	signal_region_low_mhh	20	200000	5845	455	0.002275	0.07784431137724551	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	7	signal_region_high_mhh	20	200000	5845	33	0.000165	0.005645851154833191	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	8	control_region_low_mhh	20	200000	5845	498	0.00249	0.08520102651839179	unweighted_descriptive_only	False	False
background	zbbbb	train	background_family	9	control_region_high_mhh	20	200000	5845	130	0.00065	0.022241231822070145	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	0	candidate_denominator	4	6000	58	58	0.009666666666666667	1.0	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	1	four_candidate_jets_pt40	4	6000	58	26	0.004333333333333333	0.4482758620689655	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	2	four_candidate_jets_abs_eta24	4	6000	58	24	0.004	0.41379310344827586	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	3	analysis_region_rhh55	4	6000	58	12	0.002	0.20689655172413793	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	4	signal_region_rhh30	4	6000	58	4	0.0006666666666666666	0.06896551724137931	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	5	control_region_rhh30_55	4	6000	58	8	0.0013333333333333333	0.13793103448275862	unweighted_descriptive_only	False	False
background	zzz_zbb	train	background_family	6	signal_region_low_mhh	4	6000	58	4	0.0006666666666666666	0.06896551724137931	unweighted_descriptive_only	False	False
