production_row_index	source_uid	sample_class	process_or_mode	workflow_population	population_kind	access_mode	generator_weight_transport_applicable	generator_weight_transport_class	physical_evaluation_eligible	generated_events	broad_eligible_rows	assignment_matchable_rows	parquet_path	parquet_bytes	parquet_sha256	receipt_path	receipt_bytes	receipt_sha256	status
88	492d76164620425fd4a38568::background::55::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	107	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0088_9812dff5fab9e941.parquet	638531	386c69f5a844c26af186381271fa200f8e439f52bc55ce2b62041a8467e9628f	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0088_9812dff5fab9e941.json	3618	c4d0b037199bf6bca1bfc785e630872b74c82e7fab1b28d1c6f41a6372be0a74	pass
89	49a2638e63d98ff43df450c1::background::207::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	117	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0089_6eeb60a5f6e9a315.parquet	638773	84873a9ff65e3806b9130c1cef7db7c1aacae5840b96f38460c276d2419ac161	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0089_6eeb60a5f6e9a315.json	3613	0331d580b0ac5b25cf99e848153042bce647a4d30070554a8902839dc730dbae	pass
90	4b23df1afb18cd2abd379780::background::175::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	640	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0090_e26958e61bb79764.parquet	709156	69d5577d05df4cd6bb4329b510986e6348fadb8a58559d779ea296b3d43b2c77	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0090_e26958e61bb79764.json	3612	d57efed0265c35d5b7e81c606200fae4fa9460bdb0785c38a27552a33ee7b4c7	pass
91	4cb37ad30a944e05dde81444::background::114::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	570	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0091_7ab21ab8ba77b2c2.parquet	703977	325c96824e3cdaee377d480a90cc4ed34233088a0ea65c0a9ff89b8653a1faaf	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0091_7ab21ab8ba77b2c2.json	3624	8b5dad420b59ccb97f13f229ab58aa07be8e423f0eb363450ec80076054de32b	pass
92	4d0d6d647ec04b0075933ba3::background::75::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	116	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0092_b7b3ab07d168d3b9.parquet	637527	cbb9b1814f81009df55161ad984bc464628690e2737b6419a99a4b0127515ad9	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0092_b7b3ab07d168d3b9.json	3598	f5968122efbfb335fa21ab1751a5e2e6a6ad384a48e0120e8ee8b29dfabbfd1e	pass
93	4fa0b8f81b9772eb078d3c0b::background::102::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	546	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0093_cbccf6e2663799f3.parquet	704537	f5358f7fbe03dc0e0faf057abb32dd006dbf199272a7c73aca4efee4c0d5c37f	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0093_cbccf6e2663799f3.json	3603	4de5444e08ea2e2843f7144a2d92cba83b6972d045381782332ea1799c622c57	pass
94	5044a6e1019c07aac38c4f37::background::209::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	520	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0094_0e8eb4669a66fa3e.parquet	702327	98adb02d95d0bc77f155b4b2969dde7e31cb2f5a86148be9e582f477f0a5e6fc	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0094_0e8eb4669a66fa3e.json	3618	1d506c134539dbe2887030d94c146cb691534abbf464819ea6622f5c067dd2e5	pass
95	506a4a33bb3114c64f3d002d::background::183::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	4509	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0095_b81a1f8daa9266c9.parquet	940769	613e3c4f676078c1bcfcd40574ab2804937aeb25b6f08a6790993d93fa6a7920	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0095_b81a1f8daa9266c9.json	3599	d04df3537984ba1ea4c2c724aa6adc7ac7d434ed1490002e3d2a5d62378dbd02	pass
96	50c17982fbf2dcc3aa3dcac3::background::188::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	6067	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0096_b7f393d7bb1f4c74.parquet	1041640	928c3897cd058df330768e104c5e2ea3a12cf1007ac2587337a117050d4123e0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0096_b7f393d7bb1f4c74.json	3604	3cdc397bffa28c41b35a1644b79391592ab837dee0c6d28d16ca2922ed4e4425	pass
97	511e38f39d0e1b4e5d6037de::background::174::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	579	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0097_407bca1ef8c2f963.parquet	706352	5d50936589a77dcd80e3dd5fb85716b70148987875105cc53f90c5520a8f9929	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0097_407bca1ef8c2f963.json	3611	f27e7553f0fb29fc80d2f86e728528e89d1897f3ef7c0838385ddf8258313f47	pass
98	51c3cc0bc21cda0e4a5807a5::background::150::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	123	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0098_ffc53f449e7087a3.parquet	639455	94400b8e2699ada5b1c8605fe9ca95aa98291d28b5b24f2b31f495546a8a0331	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0098_ffc53f449e7087a3.json	3587	f13b64097c3104428977eb2cd59b77c8cbf2acffe4aff6f9f68f57ba8a25e346	pass
99	51e48b6b65534c3e081aa2c8::background::101::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	562	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0099_1d0668eba17efeb8.parquet	704993	ce97ed7045890a92ccbf4a899125c0f87209c652f7966e985b66274d222174d2	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0099_1d0668eba17efeb8.json	3624	02108b216fbaed9d4da51fb9b8c990cde482217a763485ac4396492ded8e08e3	pass
100	528035c1f4af388b7ffcff08::background::43::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1047_seed1201047_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	112	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0100_9d3f631b5dd3242f.parquet	640896	e363e0550570236eef630550587ff997df6e28df13dd67c3455c392518e3ecfe	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0100_9d3f631b5dd3242f.json	3620	325fc24bfbaa09828ab58ea8f4375e820eed44939d14eba69804b9aeb359355c	pass
101	5304d983da8e8e8103487569::background::171::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	9163	113	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0101_ba99d69b9dfadf17.parquet	588564	2d862950e123eb08904d7d55e5ddd053813e2493a2897ec92521d8f316fd2d71	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0101_ba99d69b9dfadf17.json	3605	d126ec48f023cb8dbf5540182af76d0e2db97887d1255c5b187a6bd7a23797bf	pass
102	553eefefde62b55ae18e586a::background::215::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9817_seed1229817_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	1487	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0102_f8216a5335073ce0.parquet	771563	f8dcfb8b5fe96e81aed8b96ac8f884b02092426bbe654c6319d2c39720235ccc	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0102_f8216a5335073ce0.json	3607	78e647415b9d5c8ceb7509ea28e43a17f74c3b9114c2d001f6302850a727615d	pass
103	557f71440ffa2dc12f05f308::background::163::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	140	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0103_8f5b7f18d0c3ee2f.parquet	642563	d5185821d3ecd8810d3d1963b92e99e44756b301419cee10843e5d335b7a2689	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0103_8f5b7f18d0c3ee2f.json	3610	233ab09b743f782d3c0dd34fbf83853b825763130e281564c0f09aafc419627a	pass
104	5a4d100c18764fd8791866fa::background::178::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1858_seed1221858_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	1453	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0104_851b6080f48b6742.parquet	771345	b220a14d51614ca85e26f897e6bf6572aa1984e0c8872bec70c93b870f1d69a0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0104_851b6080f48b6742.json	3599	101ae746c4470f7f5af85df3373fb68cfab1465e6613d634d7d6e2fde1f88fa1	pass
105	5b34e7d7c8b92209ca4ab29d::background::117::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	575	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0105_57c1c0eca49ad0da.parquet	704657	07c7f8c01d36819d177d6ce1b122ae6e7508300c6e7c22e34cf782f27803895c	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0105_57c1c0eca49ad0da.json	3627	f7f74d3801cafb9403d936232a0983aab6dedb24cb0ed7d5d35e46aee41485ba	pass
106	5b5ad486c37751f1b6e55e38::background::77::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	130	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0106_cd19910dcbdcdfc2.parquet	638398	e0b91ae88e82fcbb44050ebb456c8a8f4cd7456b7840b94f50ddf045fbcd31c7	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0106_cd19910dcbdcdfc2.json	3621	f4a69bd548046d346aa7082edfe80dc4035510a4814470ca40b565d18ff48616	pass
107	5c4621b09ef7a6bc49957556::background::122::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	1444	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0107_a3035de53510bc4b.parquet	769354	73d837a55dc2d1c9dea0505b79dfe98608f63635e17deacefd47a7f30ff291fb	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0107_a3035de53510bc4b.json	3612	6fe19c1310cc8497778ad377c749fb4c042c0bf770816ff4906e41f7bf43f916	pass
108	5cccbd7357ae1fde4772487e::background::71::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1088_seed1201088_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	138	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0108_8fca74330342683c.parquet	640026	127e1c7e70c93bfe2e65cf5c4d703466d2b60b252013f986702ea273c3f988dc	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0108_8fca74330342683c.json	3621	1574ea1b7454e03216f33a408f909cb0ba46a4f17a915a33b8e49f439f94a4e6	pass
109	5d07a37aee258b91dbc13e21::background::187::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_uniform_constant	True	10000	5891	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0109_b31d71bf7f680f3d.parquet	1025553	f2049ae1173c3154fb0016674988e77ac074976ae3855cbc62407df0db8903a1	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0109_b31d71bf7f680f3d.json	3607	b5eb4d9a897e387d7ab99085ca24d9d0d9ace632e515ec954901d38f0b873f5d	pass
110	5f4a77010b81f56c455a25c5::background::107::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	580	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0110_d271459b0024c226.parquet	705786	cf72ff8bd9d4cd39205270c96b4036a307793e4f5d3ec9eee25bd296ae868906	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0110_d271459b0024c226.json	3626	df0270f1a33d87b9d0ea0b068bfbeebb375644def170b3b8561bb8ee0dd66792	pass
111	5fad593f0101e0bee8ad1cf4::background::149::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	128	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0111_461f1ae9f1d21597.parquet	640600	6bee45f185d1bf70483c68d36946114535858f4db70aa7bf7439820b7ce233b5	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0111_461f1ae9f1d21597.json	3609	da4eb050dba6b29da7203ed885d5edc8626cb35a761cd2a40d12348d237fdc45	pass
112	6313c1575ba1599e63fd3a9e::background::86::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1107_seed1211107_bundle.tar.gz	background	qcd_hardqcd	primary_physical_background	hard_qcd	remote_bundle_extraction_required	True	qcd_variable_frozen_fragment	True	10000	556	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0112_49ad2dbc25281454.parquet	705263	aab83fa9f24818387bae71fb4a6b5f0be18ffd0e1bd1f457543d1008e73cd9fa	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0112_49ad2dbc25281454.json	3623	8ced3204f3f936707587101d7000725a223f0f2f1cafbcbf00831706fb4a3095	pass
