sample_class	process_or_mode	campaign	field	current_status	blocking_for_physical_weight	required_next_action
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	process_definition	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generator_cross_section	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	process_definition	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generator_cross_section	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	beam_energy	not_located	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	sum_generator_weights_or_proven_unweighted_denominator	not_located_do_not_substitute_event_count_yet	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	decay_and_branching_fraction_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	filter_efficiency_convention	manual_review_required	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	external_reference_cross_section	not_assigned	True	review parsed evidence and attach an authoritative source or explicit convention
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	stitching_and_overlap_policy	not_yet_classified	True	review parsed evidence and attach an authoritative source or explicit convention
