sample_class	process_or_mode	campaign	source_scope	source_path	source_line	line_text	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	114	Pythia::next(): 4000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	116	Pythia::next(): 5000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	118	Pythia::next(): 6000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	120	Pythia::next(): 7000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	122	Pythia::next(): 8000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	124	Pythia::next(): 9000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	125	PYTHIA Warning in SimpleSpaceShower::pT2nextQCD: weight above unity	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	127	*------- PYTHIA Event and Cross Section Statistics -------------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	147	*------- End PYTHIA Event and Cross Section Statistics ----------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	149	*------- PYTHIA Error and Warning Messages Statistics ----------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	155	| 2 Warning in Pythia::check: energy-momentum not quite conserved |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	158	*------- End PYTHIA Error and Warning Messages Statistics ------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	2	"""generator"": ""Pythia8"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	3	"""process"": ""HardQCD:all"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	16	"""event_weight_convention"": ""pythia_info_weight_normalized_to_sigma_gen"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	8	"""event_weight_convention"": ""pythia_info_weight_normalized_to_sigma_gen"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	9	"""generator"": ""Pythia8"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	17	"""process"": ""HardQCD:all"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	37	"""pythia_configuration"": ""pythia8-config"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	40	"""sample"": ""Pythia8 inclusive HardQCD"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	1	pythia_configuration=pythia8-config	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	13	compile_arg[009]=-I/cvmfs/sft.cern.ch/lcg/releases/MCGenerators/pythia8/312-1b262/x86_64-el9-gcc13-opt/include	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	17	compile_arg[013]=/srv/payload/repo/scripts/production/generate_pythia8_hardqcd_hepmc3.cc	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	20	compile_arg[016]=-L/cvmfs/sft.cern.ch/lcg/releases/MCGenerators/pythia8/312-1b262/x86_64-el9-gcc13-opt/lib	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	21	compile_arg[017]=-Wl\,-rpath\,/cvmfs/sft.cern.ch/lcg/releases/MCGenerators/pythia8/312-1b262/x86_64-el9-gcc13-opt/lib	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	22	compile_arg[018]=-lpythia8	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	8	| | P P Y Y T H H I A A This is PYTHIA version 8.312 | |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	15	| | https://pythia.org/ | |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	17	| | PYTHIA is authored by a collaboration consisting of: | |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	25	| | affiliations, can be found on https://pythia.org/. | |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	26	| | Problems or bugs should be reported on email at authors@pythia.org. | |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	29	| | 'A comprehensive guide to the physics and usage of Pythia 8.3', | |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	32	| | PYTHIA is released under the GNU General Public Licence version 2 or later.| |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	46	*------- PYTHIA Process Initialization --------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	68	*------- End PYTHIA Process Initialization -----------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	70	*------- PYTHIA Multiparton Interactions Initialization ---------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	76	*------- End PYTHIA Multiparton Interactions Initialization -----*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	78	*------- PYTHIA Flag + Mode + Parm + Word + FVec + MVec + PVec + WVec Settings (changes only) ------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	82	| Beams:eCM | 13000.000 | 14000.000 0.0 |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	83	| HardQCD:all | on | off |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	88	| PhaseSpace:pTHatMax | 300.00000 | -1.00000 |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	89	| PhaseSpace:pTHatMin | 200.00000 | 0.0 0.0 |	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	93	*------- End PYTHIA Flag + Mode + Parm + Word + FVec + MVec + PVec + WVec Settings -----------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	95	-------- PYTHIA Particle Data Table (changed only) ------------------------------------------------------------------------------	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	102	-------- End PYTHIA Particle Data Table -----------------------------------------------------------------------------------------	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	104	PYTHIA Error in SimpleSpaceShower::pT2nearThreshold: stuck in loop	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	105	PYTHIA Warning in MultipartonInteractions::pTnext: weight above unity	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	107	Pythia::next(): 1000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	109	Pythia::next(): 2000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	110	PYTHIA Warning in TauDecays::decay: maximum decay weight exceeded in tau decay	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	112	Pythia::next(): 3000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	114	Pythia::next(): 4000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	115	PYTHIA Warning in SimpleSpaceShower::pT2nextQCD: weight above unity	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	117	Pythia::next(): 5000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	119	Pythia::next(): 6000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	121	Pythia::next(): 7000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	122	PYTHIA Warning in SimpleSpaceShower::pT2nextQCD: small daughter PDF	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	124	Pythia::next(): 8000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	126	Pythia::next(): 9000 events have been generated	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	128	*------- PYTHIA Event and Cross Section Statistics -------------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	148	*------- End PYTHIA Event and Cross Section Statistics ----------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	150	*------- PYTHIA Error and Warning Messages Statistics ----------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	160	*------- End PYTHIA Error and Warning Messages Statistics ------------------------------------------------------*	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	2	"""generator"": ""Pythia8"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	3	"""process"": ""HardQCD:all"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	16	"""event_weight_convention"": ""pythia_info_weight_normalized_to_sigma_gen"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	8	"""event_weight_convention"": ""pythia_info_weight_normalized_to_sigma_gen"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	9	"""generator"": ""Pythia8"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	17	"""process"": ""HardQCD:all"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	37	"""pythia_configuration"": ""pythia8-config"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	representative_provenance	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	40	"""sample"": ""Pythia8 inclusive HardQCD"","	configuration_evidence_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job47_bin4_shard1866_receipt.json	22	"""pythia_configuration"": ""pythia8-config"","	configuration_evidence_candidate
