production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generated_events	access_mode	source_locator	archive_locator	root_locator	root_archive_member	root_basename	layout_rule	source_checksum_kind	source_checksum	source_size_bytes	physical_evaluation_eligible	classification_training_eligible	assignment_training_eligible_at_source_level	population_kind	transport_id	generator_weight_transport_applicable	generator_weight_transport_class	generator_weight_provenance	constant_generator_weight	sidecar_or_fragment_path	sidecar_or_fragment_sha256	physical_weight_application_stage	production_status	broad_eligible_rows	assignment_matchable_rows	parquet_path	parquet_sha256	optimized_fold_k5	auxiliary_qcd
253	44c963c46040b117925f2752::background::418::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz	44c963c46040b117925f2752	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	c91ae5a041abcf1c8809c4f6a31ca906df241b7384c33688d83de203ed084429	898409368	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	512.3535766601562			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6449	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0253_6df1672122e119d7.parquet	85510fa38dcfedff12126cb93b4d1560724d49f4813ff3cd8a4e88937bd0fd55	4	False
254	45769e5a1a14b913092bc190::background::339::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard012_event_summary.parquet	45769e5a1a14b913092bc190	background	ttbar_inclusive	primary_physical_background	10000	local_direct_root	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard012_pythia8_delphes.root		/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard012_pythia8_delphes.root		ttbar_200k_shard012_pythia8_delphes.root	authoritative_local_legacy_root	root_sha256	f8b920614ece3e4620129777426d0f50e21d489e6892e1d2db0d0bdefd09ae04	921151047	True	True	False	ordinary	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard012_event_summary.parquet	True	uniform_member_constant	frozen exact regenerated ROOT denominator; uniform constant proven by sumw/sumw2 closure	511.86770629882807			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6635	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0254_52a0d2097b2bdb21.parquet	2c3cb88fe2e5720142fad8ac1bfd571748de6d9de38536d55cd7f2b88802fe3b	0	False
255	48a9ecd95acadd0e4921e4c7::background::395::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	48a9ecd95acadd0e4921e4c7	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	a0b467211bde587914eadd0491c11c7ffbeb77594ec2e9de4788b164ac98ec84	900693597	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	513.7813110351562			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6381	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0255_f281e52569ecd947.parquet	de748909f5216e6707fcf36b96b64dd53936130fc3d2a2e679994ad1cb02ef19	0	False
256	4e58a8f1c085735911c8ea56::background::392::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	4e58a8f1c085735911c8ea56	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	1c17c68665cc0d9d9571a5207b6f9f739fe0bd1aa8a9adafa33cf74930f2c4dd	897567115	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	512.0140991210938			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6419	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0256_012b5037a08b34df.parquet	62974961d8774f68640bfc1e71466564b604d0e82362f39cd3481eb344bc1e92	1	False
257	4f1e219173f9a046578e39a5::background::327::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet	4f1e219173f9a046578e39a5	background	ttbar_inclusive	primary_physical_background	10000	local_direct_root	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/root/ttbar_100k_shard007_pythia8_delphes.root		/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/root/ttbar_100k_shard007_pythia8_delphes.root		ttbar_100k_shard007_pythia8_delphes.root	authoritative_local_legacy_root	root_sha256	181529274199a5f38c795590dd471ed3d8e0dbe4676d5678c3b744ebf09643a2	917591749	True	True	False	ordinary	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet	True	uniform_member_constant	frozen exact regenerated ROOT denominator; uniform constant proven by sumw/sumw2 closure	512.7034301757812			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6599	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0257_c307ac739fa18656.parquet	78d56ea3c86a03c56cf995658adc4585694ed66cae2502e866c6c9e367df6629	1	False
258	51cf8078801992c04d6ce933::background::403::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_bundle.tar.gz	51cf8078801992c04d6ce933	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	56b949635ad6399b057c0073bddff16552088ebde0676071322c2c6943a9e72f	903481448	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	511.7870788574218			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6357	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0258_4c022d9f5077d550.parquet	e9106fe980ecdaefe10fcefc33307ccbf8cf3e2e2e7e00d38c66a2b754f53989	1	False
259	56030d6bc179bd05eafe89e4::background::397::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz	56030d6bc179bd05eafe89e4	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	21c6da6410d2a9d282fad58b157b310b9170bf96960073bc534fbd90bc325181	901414825	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	511.78411865234375			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6471	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0259_d42a8429116c56b9.parquet	044cac7a6f65f66f97410f3ab027f71211a75cb59595e4cf8c7b6070cc210365	0	False
260	5a235681023ea8bbb34fd880::background::427::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz	5a235681023ea8bbb34fd880	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	07f59f59cc29346bee26ae57e13fc1ec9b8514089b9037e4fe7d0575d1d5b59b	901614667	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	512.6105346679688			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6469	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0260_c3410c1f08b7a750.parquet	8b211861d4c1f68bc1f63906466f81c750531e468a2ad4dc7e64d98652a9f95d	0	False
261	5bbd2742ab71e70d654ef04a::background::430::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz	5bbd2742ab71e70d654ef04a	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	91f50697b7a0e24db2f16fa207a81d2a95eb896931d749c63d012636bb1ce6c7	902014788	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	512.7656860351562			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6480	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0261_52567e979c8d0ad1.parquet	cb44f55024b70c88bcc93aa1f43719bc1ba9c8b9772dfd34952604079c30da3b	0	False
262	5e159a0bd05bcc78e15649dc::background::337::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard009_event_summary.parquet	5e159a0bd05bcc78e15649dc	background	ttbar_inclusive	primary_physical_background	10000	local_direct_root	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard009_pythia8_delphes.root		/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard009_pythia8_delphes.root		ttbar_200k_shard009_pythia8_delphes.root	authoritative_local_legacy_root	root_sha256	d2b4a2b780ef283cf105b67d0d9faaf115d7123a1d568eb3ba5747a2f88c7f38	914515714	True	True	False	ordinary	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard009_event_summary.parquet	True	uniform_member_constant	frozen exact regenerated ROOT denominator; uniform constant proven by sumw/sumw2 closure	512.710693359375			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6595	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0262_70da16316dbbd43e.parquet	f8f8465d184705d6cc082b3d05ddf4336f65ed3d3992a089b5fd7b5731984b69	3	False
263	60f74bcb0e8a5add37f7d9e2::background::413::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_bundle.tar.gz	60f74bcb0e8a5add37f7d9e2	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	5218f52c7167e5e63ebf04d9a840c9e4abd937e9754e47671605c57b1f8b2fc0	899704882	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	512.7157592773438			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6389	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0263_e830e7eb9f1f7981.parquet	04e37ce2802ce136d9dc1d5cdc1107786002576c10e634363976d468d360afc9	2	False
264	62dd49b2bea9dfe6921816e0::background::326::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_event_summary.parquet	62dd49b2bea9dfe6921816e0	background	ttbar_inclusive	primary_physical_background	10000	local_direct_root	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar8_exact_regeneration_20260727_v1/members/ttbar_100k_shard003/root/ttbar_100k_shard003_pythia8_delphes.root		/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar8_exact_regeneration_20260727_v1/members/ttbar_100k_shard003/root/ttbar_100k_shard003_pythia8_delphes.root		ttbar_100k_shard003_pythia8_delphes.root	authoritative_local_legacy_root	root_sha256	127c87510087d164038b7629ea9d5210008cc4cb1473aa9b069a5cd4b859629e	913864894	True	True	False	ordinary	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_event_summary.parquet	True	uniform_member_constant	frozen exact regenerated ROOT denominator; uniform constant proven by sumw/sumw2 closure	512.5923461914064			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6558	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0264_762bc58f93a206c2.parquet	65db23b33c54664976a20ad0be98230a32d16b92731ff25bf16dd9857b8a154c	3	False
265	6319a5d14f1a753e3c730c36::background::402::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz	6319a5d14f1a753e3c730c36	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	0c7046c8b9a4d5bd6947ea88a5f2a40806c77366ae79328a532a4c860ba90199	904108158	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	511.94827270507807			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6511	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0265_98c9b59d42b03549.parquet	b0a7501a0a188907301d6562671125435e99463cc19af3a04a67df0a40213ced	4	False
266	6ddaaf7b411d1bb16228ee96::background::389::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k_bundle.tar.gz	6ddaaf7b411d1bb16228ee96	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	2faaff1ecd16251d6c01b79a30fadb8c681fe25b60ee61aefcf629db7f083a9b	901575633	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	512.1627197265625			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6469	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0266_226283847ba01513.parquet	971eb2df9b76fd68fbff2fae89761a53f5c67e6963604aba2f1aeb6d9ad8c315	4	False
267	6e539dd7dfbd7a0f6f44fc9c::background::410::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_bundle.tar.gz	6e539dd7dfbd7a0f6f44fc9c	background	ttbar_inclusive	primary_physical_background	10000	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_bundle.tar.gz		root/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_delphes.root	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_delphes.root	standard_bundle_root_target_tag	bundle_sha256	84b7f35e260c5e2b004d3d823f7ccdee51a656601c4ac5ea6dd544085a7a56d9	901081937	True	True	False	ordinary	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_bundle.tar.gz	True	uniform_member_constant	Event/Event.Weight	511.5874938964844			evaluation_table_after_frozen_coefficient_join	ready_for_single_source_worker	6465	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0267_3eb42fe4e32ccfd5.parquet	dfde7a61aa1c648253d20e67dc610bf3e17bfe87eb93322b9c2c2d5ebf2ac7ad	2	False
