model_label,model_sha256,target_epsilon_sm,actual_epsilon_sm,threshold_float32,n_sm_pass,n_sm_total,n_sm_strictly_greater,tie_block_size,n_qcd1_pass,n_qcd1_total,n_qcd2_pass,n_qcd2_total,n_qcd_pass,n_qcd_total,epsilon_qcd,r_qcd_central,garwood_count_lower68,garwood_count_upper68,poisson_count_upper95_one_sided,s_450,b_qcd_450_central,s_over_b_450_central,s_over_sqrt_b_450_central,z_a_450_central,b_qcd_450_95up,z_a_450_using_b_qcd_95up_mcstat,s_4000,b_qcd_4000_central,s_over_b_4000_central,s_over_sqrt_b_4000_central,z_a_4000_central,b_qcd_4000_95up,z_a_4000_using_b_qcd_95up_mcstat,support_label,provenance_label
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.02,0.020001259426016594,0.99976629018783569,10164,508168,10163,1,2,27683689,1,59939617,3,87623306,3.4237466456698176e-08,29207768.666666668,1.3729341589957866,5.903767410341608,7.7536565279327254,24.032499632771959,21.933862623940222,1.095680229461323,5.1314651623259362,4.4669921404379025,56.689212372297909,2.9988205971024016,213.62221895797299,194.96766776835753,1.095680229461323,15.299073236177048,13.317997441301918,503.90410997598144,8.9407556099299725,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.02,0.020020937957525856,0.99998366832733154,10174,508168,10131,43,1,27683689,4,59939617,5,87623306,5.7062444094496962e-08,17524661.199999999,2.8487844589326667,8.3654927479390988,10.513034908741535,24.05614435889629,36.556437706567039,0.65805493828450412,3.9787265037266155,3.6310649410779683,76.863821149674919,2.616716863578247,213.83239430130035,324.94611294726258,0.65805493828450401,11.862270568283709,10.82574405195547,683.23396577488825,7.8015423797746681,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.02,0.020056359314242534,0.9999922513961792,10192,508168,10106,86,2,27683689,5,59939617,7,87623306,7.9887421732295741e-08,12517615.142857144,4.4293044644762816,10.751160078316936,13.148113802432116,24.098704865920091,51.179012789193855,0.47087084241313049,3.3685868641436576,3.1456482377518373,96.129640635492777,2.364651394745604,214.21070991928971,454.9245581261676,0.47087084241313054,10.043185621784092,9.3785110572207078,854.48569453771358,7.0500283489878122,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-K,46591e1059374aae646675a121885bd3943e1f13d5fdb6b47844cbf9a0546035,0.015,0.015000944569512445,0.93372178077697754,7623,508168,7622,1,30712,27683689,66738,59939617,97450,87623306,0.0011121470354017457,899.16168291431507,97139.557103544401,97761.437120413073,97965.044189985434,18.024374724578966,712484.97090099158,2.5297901655084416e-05,0.021353661493448563,0.021353571460691622,716250.60707045789,0.02129736552525022,160.21666421847971,6333199.7413421478,2.5297901655084416e-05,0.063664318223827551,0.063664049797809513,6366672.0628485149,0.063496476074578007,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.015,0.015002912422663372,0.99994790554046631,7624,508168,7616,8,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,18.026739197191404,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,3.4499437761191611,160.23768175281248,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,10.285745069273014,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.015,0.015036365926229121,0.99998998641967773,7641,508168,7587,54,0,27683689,4,59939617,4,87623306,4.5649955275597566e-08,21905826.5,2.0928086303580899,7.1469856135721317,9.1535190266375732,18.066935231602766,29.24515016525363,0.61777543043934235,3.3408544849219517,3.0635400298248618,66.924009618630521,2.1188627361422094,160.59497983646904,259.95689035781004,0.61777543043934235,9.9605036416273744,9.133711677973503,594.880085498938,6.317228150673575,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.015,0.015174115646793974,0.99999511241912842,7711,508168,7594,117,0,27683689,4,59939617,4,87623306,4.5649955275597566e-08,21905826.5,2.0928086303580899,7.1469856135721317,9.1535190266375732,18.232448314473096,29.24515016525363,0.62343493575680786,3.3714604022030064,3.0895139848941544,66.924009618630521,2.137524815243169,162.06620723976087,259.95689035781004,0.62343493575680797,10.051752857032939,9.2111510502127878,594.880085498938,6.3728677206352042,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-K,46591e1059374aae646675a121885bd3943e1f13d5fdb6b47844cbf9a0546035,0.01,0.010000629713008297,0.94137692451477051,5082,508168,5081,1,18670,27683689,40355,59939617,59025,87623306,0.00067362215253553663,1484.5117492587885,58783.392847490264,59267.601830377091,59426.189287237547,12.016249816385979,431548.74712602387,2.7844478512358907e-05,0.018291697838404616,0.018291612952217071,434481.95736351213,0.018229765147188968,106.81110947898649,3835988.8633424346,2.7844478512358907e-05,0.054535306387411581,0.054535053305668359,3862061.8432312193,0.05435065877709129,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.01,0.010010468978762928,0.99998974800109863,5087,508168,5076,11,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,12.028072179448145,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,2.3764901281199267,106.91619715065018,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,7.0853246324444541,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.01,0.010000629713008297,0.99999463558197021,5082,508168,5000,82,0,27683689,2,59939617,2,87623306,2.2824977637798783e-08,43811653,0.71203766549634673,4.6249877336192595,6.2957936218719883,12.016249816385979,14.622575082626815,0.82176017209599228,3.1423678201416485,2.8148895431115788,46.030357470273081,1.7013985525757362,106.81110947898649,129.97844517890502,0.82176017209599239,9.3687307415260808,8.3923791567344246,409.15873306909407,5.0725904271721323,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.01,0.010335164748665795,0.99999713897705078,5252,508168,5066,186,0,27683689,2,59939617,2,87623306,2.2824977637798783e-08,43811653,0.71203766549634673,4.6249877336192595,6.2957936218719883,12.418210160499639,14.622575082626815,0.84924919792368181,3.247484413889008,2.9003158997416358,46.030357470273081,1.756132004205301,110.38409031555234,129.97844517890502,0.84924919792368192,9.6821278737691792,8.6470713440610183,409.15873306909407,5.235774051821334,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-K,46591e1059374aae646675a121885bd3943e1f13d5fdb6b47844cbf9a0546035,0.005,0.0050003148565041485,0.95103025436401367,2541,508168,2540,1,8501,27683689,18314,59939617,26815,87623306,0.00030602588767878722,3267.6974081670705,26652.152004714189,26978.843663289274,27085.921827364968,6.0081249081929897,196052.17542031902,3.0645540633824061e-05,0.013569164897189463,0.013569095592313035,198032.96280140238,0.013501064575519943,53.405554739493247,1742686.0037361691,3.0645540633824068e-05,0.04045543347735945,0.040455226850412841,1760293.0026791324,0.040252397545988861,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.005,0.0050593504510319425,0.99999880790710449,2571,508168,2463,108,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,6.079059086565989,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,1.2448903467316395,54.036080769475461,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,3.711545919766972,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.005,0.0051065789266541775,0.99999785423278809,2595,508168,2492,103,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,6.1358064292643872,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,1.2560520477747179,54.540501593461222,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,3.7448236828027763,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.005,0.0053053320948977505,0.99999868869781494,2696,508168,2482,214,0,27683689,1,59939617,1,87623306,1.1412488818899391e-08,87623306,0.1743533871447778,3.2885241063396911,4.743864518390577,6.3746181631201502,7.3112875413134075,0.87188721919354395,2.3575300854206476,2.1003433723390152,34.683757550987757,1.0515596114969215,56.663272561068005,64.98922258945251,0.87188721919354406,7.0287967066686052,6.262014075521587,308.3000671198912,3.1351450316005129,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-K,46591e1059374aae646675a121885bd3943e1f13d5fdb6b47844cbf9a0546035,0.003,0.0030009760551628593,0.95675480365753174,1525,508168,1524,1,4796,27683689,10266,59939617,15062,87623306,0.00017189490659026265,5817.5080334616914,14939.950498170007,15185.046185295234,15265.442125290092,3.6058207339607664,110122.61294726255,3.2743690305347052e-05,0.010865904353039857,0.010865845055601356,111610.03682327432,0.010793198578248774,32.051739857429034,978867.6706423338,3.2743690305347052e-05,0.032395867693877325,0.032395690903145931,992089.21620688285,0.032179100954108718,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.003,0.0034102895105555643,0.99999964237213135,1733,508168,1519,214,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,4.0976310373468916,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.85018767632827508,36.423386998639039,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,2.5347699172034837,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.003,0.0030560759433888003,0.99999904632568359,1553,508168,1424,129,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,3.6720259671088988,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.7640955519216609,32.640230818745771,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,2.2780927938694053,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.003,0.0034555501330268729,0.99999916553497314,1756,508168,1507,249,0,27683689,1,59939617,1,87623306,1.1412488818899391e-08,87623306,0.1743533871447778,3.2885241063396911,4.743864518390577,4.152013907432857,7.3112875413134075,0.56789093356968212,1.5355425927294721,1.4166102246242287,34.683757550987757,0.6916029394695844,36.906790288292065,64.98922258945251,0.56789093356968223,4.5781034929191655,4.2235156798413636,308.3000671198912,2.0619615814568819,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-K,46591e1059374aae646675a121885bd3943e1f13d5fdb6b47844cbf9a0546035,0.002,0.0020013066544922152,0.96052306890487671,1017,508168,1016,1,3052,27683689,6601,59939617,9653,87623306,0.00011016475456883582,9077.313374080597,9555.292835627426,9751.704857758803,9816.1812305507719,2.4046686468446561,70575.858636298319,3.4072113231193419e-05,0.0090516375545418165,0.0090515861538816959,71768.923534200367,0.0089760362858225685,21.374832416396945,627340.96565598506,3.4072113231193419e-05,0.026986769172860622,0.026986615925598065,637945.98697066994,0.026761369737961654,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.002,0.0025424662709969932,0.99999988079071045,1292,508168,908,384,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,3.0548986152638102,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.63839764325051485,27.154654357900537,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,1.9033340359784152,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.002,0.0021370885219061412,0.9999995231628418,1086,508168,963,123,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,2.5678172571025528,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.53844681617000867,22.825042285356027,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,1.6053382442992974,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.002,0.0021252814030005827,0.9999995231628418,1080,508168,868,212,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,2.553630421427953,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.53552564385920931,22.698937079359585,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,1.5966289911513802,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
Step2j BDT-K,46591e1059374aae646675a121885bd3943e1f13d5fdb6b47844cbf9a0546035,0.001,0.0010016372538215708,0.96563249826431274,509,508168,508,1,1435,27683689,3192,59939617,4627,87623306,5.2805585765047483e-05,18937.390533823211,4559.3536891699559,4695.6462547840738,4740.4640378360309,1.2035165597285444,33829.327453657133,3.5576130249034492e-05,0.0065434289088957473,0.0065433901111403188,34658.895659874819,0.0064646080185373454,10.69792497536484,300705.13292139675,3.5576130249034492e-05,0.019508735794970894,0.019508620122493815,308079.07253222063,0.019273737303160593,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
Step2j BDT-KF,1ba187760b831e9452df537958a32828c1816715134b218d37c1d2360508df33,0.001,0.0017868106610412304,1,908,508168,0,908,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,2.1469411320894269,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.45154132819037496,19.083921174128239,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,1.3462361393122935,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
SPA-Net 2M primary checkpoint,dc39cf76f0d8e40d07228f240fe58b1179e8134cd4f96c5c786a7d528d31ea8d,0.001,0.0013401079957809229,0.99999988079071045,681,508168,426,255,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,1.6102058490670705,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.339967484857575,14.312940880596184,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,1.0135872083748931,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
SPA-Net 10M primary checkpoint,fd9ea100825ecc0412a2666f01fd19d1a91b25a50109b958c307102fa6943de5,0.001,0.0012909116670077611,0.9999997615814209,656,508168,428,228,0,27683689,0,59939617,0,87623306,0,UNDEFINED,0,1.83258146374831,2.99573227355399,1.551094033756238,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,21.902660048745776,0.32762765323698584,13.787502522277672,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,194.69031154440691,0.9767969385955052,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
