sample_class	process_or_mode	campaign	artifact_type	requirement	purpose	recovered	artifact_path	sha256	review_status
background	ttbar_inclusive	parquet	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttbar_inclusive	parquet	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttbar_inclusive	parquet	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttbar_inclusive	parquet	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttbar_inclusive	parquet	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttbar_inclusive	parquet	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	Required	Shower version, tune, forced decays, and matching configuration.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	Required	Detector-response provenance for the projection.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	importance_sampling_record	Conditional	Required for biased-tail or phase-space-enhanced campaigns.	False			pending
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	stitching_definition	Conditional	Required for overlapping inclusive, sliced, or filtered campaigns.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	Required	Generator-reported cross section, event-weight strategy, and process metadata.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	Required	Exact hard-process definition and decay syntax.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	Required	Beam energy, cuts, matching/merging, event normalization, and generation settings.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	Required	Masses, widths, couplings, and decay tables used at generation.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	Required	Cross-section integration result, accepted events, and filter information.	False			pending
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	Required	Normalization denominator, including signed-weight handling.	False			pending
