sample_class	process_or_mode	campaign	artifact_type	blocking_reason	resolved
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	delphes_card_and_version	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_banner_or_lhe_init	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	param_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generator_stdout_or_summary	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sum_generator_weights_record	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	parton_shower_card	No matching sidecar path was located. A representative bundle content index or legacy production recovery is required.	False
